,low_medi_devi,low_mean_devi,high_medi_devi,high_mean_devi
k,0.0994944454934572,0.14308446090434046,0.15684675426054717,0.20192671739746437
v,0.0994944454934572,0.14308446090434046,0.15684675426054717,0.20192671739746437
