,ra,dec,z,objID,g_mag,r_mag,i_mag,c_g2r,c_g2i,c_g2r_zref,c_g2i_zref
0,203.83372267931975,41.0011464409052,0.23174694,1237662306722447498,17.901672,16.366825,15.850655,1.5348473,2.0510178,1.5348472595214844,2.0510177612304705
1,260.61325903724463,32.1325684169872,0.22932445,1237665569301987827,16.727022,15.258981,14.774956,1.4680414,1.9520664,1.4680414199829102,1.952066421508789
2,140.21889165811075,30.461187177126508,0.2942456,1237664092903702773,19.20584,17.485807,16.92785,1.7200317,2.2779884,1.72003173828125,2.2779884338378906
3,203.16004737928918,50.5599991282856,0.29092997,1237662301357736239,18.921555,17.330626,16.758242,1.590929,2.163313,1.5909290313720703,2.1633129119873047
4,16.230713631398995,0.06009308302478193,0.27608192,1237663784204501199,18.82249,17.254784,16.674833,1.5677071,2.1476574,1.5677070617675781,2.1476573944091797
5,192.34208293620435,49.79503970710243,0.2872477,1237661151377490155,18.93353,17.312283,16.730701,1.6212482,2.2028294,1.6212482452392578,2.202829360961914
6,201.75420950276046,2.2054218806332626,0.2600985,1237651736303370409,18.411627,16.840244,16.269663,1.5713825,2.141964,1.5713825225830078,2.1419639587402344
7,163.57309680027458,14.651168356742815,0.2970839,1237664132629790823,18.824017,17.17889,16.578976,1.6451263,2.245041,1.6451263427734375,2.2450408935546875
8,137.77332658452573,61.12982540020802,0.28957656,1237663546907033853,18.2782,16.65723,16.059391,1.6209698,2.2188091,1.6209697723388672,2.218809127807619
9,187.26057191239275,47.62237914373845,0.25267258,1237661357545095253,18.599058,17.029755,16.48626,1.5693035,2.1127987,1.5693035125732422,2.1127986907958984
10,185.67209349312708,2.0997009148511507,0.22911087,1237651753475965014,18.564125,17.090399,16.537115,1.4737263,2.02701,1.4737262725830078,2.027009963989258
11,2.336086639112864,6.823088301213931,0.24398266,1237669516906004756,18.314003,16.765936,16.247032,1.5480671,2.0669708,1.5480670928955078,2.0669708251953125
12,201.84549713948246,3.629195635850618,0.22044352,1237655123943096651,17.941801,16.538015,16.038204,1.4037857,1.9035969,1.4037857055664062,1.9035968780517578
13,184.48662777963824,20.671367522784987,0.21443991,1237667916493881626,17.633625,16.284866,15.797961,1.3487587,1.8356638,1.3487586975097656,1.8356637954711914
14,28.174847327626125,1.0070892973837489,0.2275947,1237663785283485713,17.027292,15.586282,15.054621,1.4410105,1.9726715,1.4410104751586914,1.9726715087890625
15,0.4936709341932328,12.066117621618424,0.21127774,1237678919131136089,17.304354,15.909488,15.414005,1.394866,1.8903484,1.3948659896850586,1.8903484344482422
16,155.2866704709054,14.767664392406067,0.24841015,1237671260671311946,18.447386,16.933332,16.3947,1.5140533,2.0526867,1.5140533447265625,2.0526866912841797
17,142.01888052439696,20.52919699032965,0.20824991,1237667292653813875,17.120039,15.745578,15.250406,1.3744612,1.8696327,1.3744611740112305,1.8696327209472656
18,149.94517078015093,22.402691947063076,0.25362083,1237667292120219889,18.01204,16.48536,15.956795,1.52668,2.0552444,1.5266799926757812,2.055244445800783
19,358.91160430600587,1.765266357406053,0.24655814,1237678617954222323,18.330204,16.863422,16.332767,1.4667816,1.9974365,1.4667816162109375,1.9974365234375
20,12.771797942357352,26.28797321810424,0.24628298,1237678789201625159,18.449106,16.934286,16.370113,1.5148201,2.0789928,1.5148200988769531,2.0789928436279297
21,139.5892214503993,61.174897211194086,0.28188804,1237663529190555852,18.512825,16.926702,16.363525,1.5861225,2.1492996,1.5861225128173828,2.1492996215820312
22,155.83671234890056,59.81103219390252,0.20253773,1237654383057109123,17.142363,15.827477,15.320535,1.3148851,1.8218279,1.3148851394653303,1.8218278884887678
23,130.13604615299332,5.712864957495667,0.2852671,1237660412109652193,18.500137,16.90593,16.3523,1.5942078,2.1478367,1.594207763671875,2.147836685180664
24,7.225206091609607,7.835035389957127,0.27922615,1237669702657638622,18.876945,17.281076,16.695387,1.5958691,2.1815586,1.5958690643310547,2.181558609008789
25,233.83108140443687,34.35797233346939,0.23222087,1237662335178965330,18.096573,16.60198,16.048216,1.4945927,2.048357,1.4945926666259766,2.0483570098876953
26,223.7784941456913,61.96940329670838,0.29094145,1237651538719736035,17.99977,16.442034,15.907143,1.5577354,2.0926266,1.5577354431152344,2.0926265716552734
27,174.74792496257106,63.5891969959147,0.21073866,1237651065203720314,17.93859,16.560673,16.049362,1.3779163,1.8892269,1.3779163360595703,1.8892269134521484
28,143.8643512074372,7.507251447461724,0.21627316,1237660412115615946,17.946579,16.580853,16.072615,1.3657265,1.8739643,1.3657264709472656,1.8739643096923828
29,153.7936732941738,32.53078161204653,0.29576346,1237664337170792588,18.87732,17.244713,16.702784,1.6326065,2.1745358,1.6326065063476562,2.1745357513427734
30,183.28134052539218,34.176188198538426,0.22222151,1237665127469613062,18.195353,16.675764,16.10322,1.5195885,2.0921326,1.5195884704589844,2.092132568359375
31,146.13846070524056,9.532386600238153,0.21521822,1237660669814046930,18.055258,16.678963,16.16865,1.3762951,1.8866081,1.3762950897216797,1.8866081237792969
32,23.93606625352254,9.167401909532574,0.2594375,1237678906255999080,18.191978,16.719414,16.205242,1.4725647,1.9867363,1.472564697265625,1.9867362976074219
33,126.73983844758249,31.1346893217077,0.21097171,1237658191074230321,16.88753,15.554082,15.069296,1.3334475,1.8182335,1.3334474563598633,1.8182334899902344
34,209.08511192062906,10.790048056077035,0.2474393,1237662198275506323,18.40234,16.909225,16.388996,1.4931145,2.0133438,1.4931144714355469,2.0133438110351562
35,197.59249955765824,21.834899312910924,0.28008774,1237667735050846377,18.984411,17.389305,16.867558,1.5951061,2.1168537,1.5951061248779297,2.116853713989258
36,147.55048044922435,21.647679989257202,0.27604023,1237667292119236811,17.758654,16.168463,15.648834,1.5901909,2.1098194,1.5901908874511719,2.1098194122314435
37,155.68104104083469,32.31017129392234,0.29342368,1237665129607004296,18.557364,17.011875,16.461601,1.5454884,2.0957623,1.5454883575439453,2.095762252807617
38,186.45177230948582,7.971487666591532,0.25274852,1237661972259930286,18.555428,17.043404,16.509678,1.5120239,2.0457497,1.51202392578125,2.0457496643066406
39,231.0812857892367,35.26648799696304,0.25578028,1237661873493115028,18.535797,16.975397,16.439548,1.5604,2.0962486,1.5604000091552734,2.0962486267089844
40,13.512649990710997,20.230530227769897,0.27973607,1237679504324428034,18.532568,16.99262,16.459082,1.5399475,2.0734863,1.539947509765625,2.073486328125
41,34.62748239868219,-0.4296599854623253,0.28174207,1237657070088552720,19.31942,17.731173,17.156597,1.5882473,2.1628227,1.588247299194336,2.162822723388672
42,200.09376213519158,5.164687540092084,0.27711484,1237654880730546425,19.200937,17.619661,17.054462,1.5812759,2.1464748,1.5812759399414062,2.146474838256836
43,190.8529501452823,27.28036018105903,0.20148268,1237667442973343870,16.78546,15.445869,14.971157,1.3395901,1.8143024,1.339590072631836,1.8143024444580078
44,28.35706541003752,-1.1600140337804994,0.23456444,1237663782599196837,18.25235,16.73342,16.231102,1.5189304,2.0212479,1.518930435180664,2.0212478637695312
45,145.71204802608167,3.321358859817384,0.2830875,1237654604782567730,18.888496,17.324888,16.740086,1.5636082,2.1484108,1.563608169555664,2.1484107971191406
46,126.49094492458282,4.246738507670514,0.23492122,1237658424076075459,17.653488,16.254704,15.734031,1.3987846,1.9194574,1.3987846374511719,1.9194574356079102
47,183.54840661774614,25.901078555919717,0.29127595,1237667912740175925,18.92951,17.347624,16.76894,1.5818863,2.1605701,1.5818862915039062,2.1605701446533203
48,155.45918031274635,14.122287318707263,0.24894959,1237661070861336694,18.36558,16.84154,16.29152,1.5240402,2.0740604,1.5240402221679688,2.0740604400634766
49,349.9376324602792,-1.291320103996125,0.29610106,1237678882089926925,18.61171,16.977846,16.40323,1.6338634,2.208479,1.6338634490966797,2.2084789276123047
50,152.87370494805964,8.351576280381217,0.2803187,1237660583907688673,18.924541,17.366758,16.824594,1.5577831,2.099947,1.5577831268310547,2.099946975708008
51,208.63017949900006,4.027129023627998,0.23843017,1237654879660540077,18.11972,16.602608,16.125355,1.5171127,1.9943657,1.5171127319335938,1.9943656921386719
52,356.5995490597057,0.7494169259045094,0.27343696,1237657191977451734,19.07332,17.42374,16.837912,1.64958,2.2354088,1.6495800018310547,2.2354087829589844
53,357.3200837202052,35.452849774711126,0.25408378,1237680505048859153,18.163988,16.611074,16.05101,1.5529137,2.112978,1.5529136657714844,2.112977981567383
54,149.33625669754028,9.88121134102533,0.27596146,1237660669815423200,18.958586,17.405502,16.831707,1.5530834,2.1268787,1.5530834197998047,2.1268787384033203
55,14.871674890911038,3.7222405148987665,0.2689692,1237678660356735108,18.591019,17.036613,16.502316,1.5544052,2.0887032,1.5544052124023438,2.088703155517578
56,147.4538487931481,29.28208629978728,0.21088623,1237665098465607895,18.242989,16.875195,16.35483,1.367794,1.8881588,1.3677940368652344,1.8881587982177734
57,358.28960502930744,13.765319197422352,0.26507768,1237656240634462551,17.752348,16.223633,15.681677,1.5287151,2.070671,1.5287151336669922,2.070671081542967
58,33.11244922348698,-5.626558110873388,0.29934615,1237679321786745067,19.036741,17.323986,16.77701,1.7127552,2.2597313,1.7127552032470703,2.2597312927246094
59,235.48776262058055,42.82189286906492,0.25567058,1237659120403677407,18.438547,16.99389,16.477846,1.4446564,1.960701,1.4446563720703125,1.9607009887695312
60,17.975222205956356,24.43525167611986,0.2015109,1237680070174572852,17.983074,16.684715,16.188366,1.2983589,1.7947083,1.2983589172363281,1.794708251953125
61,350.91199348144636,9.147492056641012,0.20347512,1237679034550780076,17.809212,16.465958,15.965082,1.3432541,1.8441296,1.3432540893554688,1.8441295623779297
62,134.7917569883885,29.832688987648982,0.29419976,1237661124542332988,19.126175,17.614882,17.042875,1.5112934,2.0832996,1.5112934112548828,2.0832996368408203
63,146.19638986886724,2.7327191356943095,0.22708036,1237653665794097312,18.023403,16.70103,16.142376,1.3223724,1.8810272,1.3223724365234375,1.8810272216796875
64,8.195708185370677,12.217579819897761,0.2786231,1237678919134413021,18.58195,16.97347,16.426477,1.6084785,2.1554718,1.6084785461425781,2.1554718017578125
65,324.1807548243041,10.37455658423493,0.29106557,1237678877784408819,19.484161,17.845867,17.27899,1.6382942,2.2051716,1.6382942199707031,2.205171585083008
66,186.67693660899164,19.840683757529867,0.23661262,1237667915421057113,17.99685,16.505325,15.983597,1.4915237,2.0132523,1.4915237426757812,2.0132522583007812
67,259.60990135302336,30.080620241056856,0.280085,1237655503500411404,19.116262,17.493927,16.911625,1.6223354,2.2046375,1.622335433959961,2.2046375274658203
68,351.8247468838719,26.521680442866003,0.21757866,1237680276330447003,17.97841,16.615038,16.104656,1.3633728,1.8737545,1.363372802734375,1.8737545013427734
69,248.5155338353017,25.29301793281838,0.27342683,1237661463845274200,18.37863,16.75443,16.159136,1.6241989,2.2194939,1.6241989135742188,2.219493865966797
70,148.46406029942327,22.258914596844104,0.27384493,1237667429560221967,18.986109,17.408173,16.870543,1.5779362,2.1155663,1.5779361724853516,2.1155662536621094
71,235.5187574087057,48.09104966020962,0.20464063,1237659326024122594,18.108263,16.71367,16.214602,1.3945923,1.8936615,1.39459228515625,1.8936614990234375
72,224.86563061518154,3.346041255185797,0.28424826,1237654879667618115,18.278732,16.646791,16.087778,1.6319408,2.1909542,1.6319408416748047,2.190954208374025
73,8.748956650651508,30.021021250434675,0.24691282,1237680332717228556,17.956573,16.513752,15.977306,1.4428215,1.9792671,1.4428215026855469,1.9792671203613263
74,330.85753917036635,23.905192205395373,0.26576218,1237680303174385782,18.228428,16.583458,16.036482,1.6449699,2.191946,1.6449699401855469,2.191946029663086
75,229.51525912261286,36.475757453565,0.24865066,1237661874029199680,18.41993,16.94506,16.434408,1.4748688,1.9855213,1.4748687744140625,1.9855213165283203
76,341.6002695898346,4.383724967322767,0.27105886,1237678777396363480,19.099016,17.492977,16.921322,1.606039,2.1776943,1.606039047241211,2.177694320678711
77,241.106599147311,54.5519964422018,0.25171986,1237651539798589669,18.619358,17.17678,16.614477,1.4425774,2.004881,1.4425773620605469,2.004880905151367
78,182.92985596548544,8.018967244425214,0.26277465,1237661972258422898,18.041382,16.444803,15.879093,1.5965786,2.1622887,1.596578598022461,2.1622886657714844
79,0.9913994359050093,28.12180105496006,0.20062323,1237663307455398147,17.56734,16.26421,15.762075,1.3031311,1.8052654,1.303131103515625,1.8052654266357422
80,219.38157617174352,20.654635624523742,0.24199851,1237667911144046885,18.865253,17.355661,16.819904,1.509592,2.0453491,1.509592056274414,2.04534912109375
81,182.0441669563292,24.446985977498937,0.26141962,1237667446728687795,18.419983,16.872837,16.318779,1.5471458,2.101204,1.5471458435058594,2.1012039184570312
82,133.69807028818943,55.389758893961925,0.2562688,1237651271889060010,18.650497,17.126234,16.620184,1.5242634,2.0303135,1.5242633819580078,2.030313491821289
