,ra,dec,z,z_form,rich,age,origin_ID
1974,118.66812299371463,25.16864884152833,0.2991932034492493,4.228280000000001,23.832483291625977,8.804810080023037,4020.0
1975,357.3738851353337,9.836683908340381,0.20551344752311704,2.05159,22.59683036804199,8.00004081230295,4026.0
1976,179.92836158568642,12.842934362958472,0.2631223499774933,2.50312,27.73775672912598,7.988492651898516,4128.0
1977,323.4743945171228,10.087738645668779,0.29413497447967524,3.45211,22.03239631652832,8.464458000371183,4189.0
1978,6.627416088631207,4.725540414596759,0.2624643743038177,2.79696,22.047651290893555,8.287167238978862,4236.0
1979,224.64398656704287,18.07448049465912,0.2563026249408721,2.50312,21.07133293151856,8.056710061802814,4239.0
1980,24.909739381679344,1.3185023884534703,0.25556316971778864,2.79696,20.97980308532715,8.356265365591714,4360.0
1981,149.359551833737,11.710025317255607,0.2624906301498413,2.90886,21.208627700805664,8.384207176157798,4363.0
1982,232.66548158923493,41.366738811868,0.2909174263477325,2.50312,20.278074264526367,7.716898052171289,4476.0
1983,23.02384819487702,22.907129459961453,0.2939463555812836,2.59481,20.49164390563965,7.785318773979739,4533.0
1984,20.10853520568457,21.157270029212512,0.2967241704463959,8.777389999999999,20.232309341430664,9.701067145296046,4548.0
1985,174.05435379455596,40.043272298621616,0.2945722043514252,5.08487,155.13204956054688,9.1398838986489,12.0
1986,14.001076223842913,26.34229673287752,0.1961016952991485,8.777389999999999,112.92153167724608,10.726969245217171,22.0
1987,185.6720934931271,2.0997009148511507,0.22911086678504944,3.8019,95.18000030517578,9.307744514003588,41.0
1988,223.05448193839212,37.88109067095914,0.2869105041027069,3.02916,101.92269897460936,8.242123508583326,49.0
1989,34.97286236437526,2.785293187416784,0.2770261764526368,2.90886,110.83160400390624,8.240777977735657,50.0
1990,184.48662777963824,20.67136752278499,0.2144399136304856,1.9892599999999998,89.71871948242188,7.806777006892016,51.0
1991,198.24174083477845,46.258408079637185,0.1807766556739807,4.76244,80.62675476074217,10.217337445700686,60.0
1992,358.91160430600587,1.7652663574060528,0.24655814468860626,2.69254,83.38790130615233,8.350075725589956,80.0
1993,140.53187200525454,3.7663294021576896,0.2773439884185792,2.33557,96.72074890136714,7.653328935085659,91.0
1994,13.130931643366468,22.259233626029868,0.1829342097043991,2.79696,66.54640960693361,9.124509874891068,116.0
1995,146.1384607052406,9.532386600238153,0.21521821618080136,2.79696,65.188720703125,8.773522394869941,155.0
1996,128.80408535472822,20.78191387416024,0.1747760772705078,1.9892599999999998,68.04139709472655,8.240695144959659,158.0
1997,20.422460271148733,20.094018336958595,0.1943162828683853,2.79696,57.027305603027344,8.998971405030925,161.0
1998,202.92189972674402,4.8876410063378914,0.17389436066150665,2.2587599999999997,56.432365417480476,8.641080800067627,193.0
1999,140.20708434078801,2.753861736801461,0.2807607054710388,2.59481,72.54161834716797,7.912364897546526,245.0
2000,149.33625669754034,9.88121134102533,0.275961458683014,2.41688,62.24450683593751,7.764328792611862,255.0
2001,5.203908944330262,0.18222010661243904,0.2242480963468552,2.41688,39.48408508300781,8.288559973607082,263.0
2002,196.1134813904953,33.58699451565749,0.19080197811126706,2.18605,53.01525115966797,8.355405846060272,271.0
2003,350.91199348144636,9.147492056641012,0.20347511768341064,1.9892599999999998,55.47129821777346,7.9243578964760495,276.0
2004,153.13326213171175,2.658090745492696,0.24018958210945124,2.69254,55.16619873046875,8.415215603215062,314.0
2005,261.1885757536327,26.435077665160932,0.1808249056339264,1.87316,43.87751770019531,7.977475160241784,325.0
2006,1.8064929408121768,-7.9117403722753386,0.2221739441156388,2.69254,55.761146545410156,8.602592681380985,345.0
2007,8.596848595469849,0.8572446238683465,0.19121015071868894,2.33557,53.41188049316406,8.54599109616154,349.0
2008,341.6002695898346,4.383724967322768,0.2710588574409485,8.777389999999999,52.92372131347656,9.949527574170379,351.0
2009,213.2173841441754,29.241263031144463,0.22229002416133886,2.59481,49.87272644042969,8.503990096192894,388.0
2010,133.80840818919577,18.512900279956213,0.2771388292312622,2.90886,50.57445526123047,8.239677382801936,396.0
2011,200.5877441564421,4.134160611703118,0.269363671541214,2.41688,56.005226135253906,7.8291753458357025,414.0
2012,23.61414061266134,4.535618520155236,0.2608087360858917,2.2587599999999997,56.56965637207031,7.719126769817291,429.0
2013,139.96098021006378,35.845901535803215,0.2268702983856201,3.15892,60.139320373535156,8.94246120510781,445.0
2014,219.92029559507807,8.883813466761739,0.2673227787017822,4.003909999999999,56.81373596191406,9.016533750676086,452.0
2015,228.00247094834737,-0.9479559554082494,0.20857684314250946,1.87316,51.916893005371094,7.673934380581938,510.0
2016,238.32859665733284,51.123591851813,0.24114441871643064,2.2587599999999997,48.1031494140625,7.918189472582055,534.0
2017,341.28072358942813,26.44007253479875,0.2766106724739075,2.90886,47.279380798339844,8.244838820025862,541.0
2018,126.93480764632127,1.617913880381313,0.2620534300804138,2.33557,51.82536315917969,7.804220735239568,574.0
2019,173.9103819059163,40.83442865321985,0.18367652595043185,1.8189799999999998,43.14527893066406,7.847936360940404,593.0
2020,177.3126347102422,48.18477981775842,0.29229268431663513,4.003909999999999,57.45444488525393,8.7734672858532,624.0
2021,144.69889038167804,53.6331339355464,0.2064605504274368,2.2587599999999997,39.941734313964844,8.282632882565627,629.0
2022,21.907421644475452,23.625211069829373,0.2604318857192993,2.90886,45.753883361816406,8.404751689700978,673.0
2023,354.40656944326037,-0.6778065488052746,0.2932174801826477,6.40294,48.423500061035156,9.44375263124906,715.0
2024,233.07387134198726,9.944498766566964,0.2697946131229401,5.45614,49.24726867675781,9.47729871813429,729.0
2025,21.50025234678696,10.66290928271608,0.2075126320123672,2.41688,37.56195831298828,8.46632070108345,732.0
2026,321.5605861822212,-1.4351974491512514,0.2870856225490569,4.003909999999999,30.51416206359863,8.823479643218247,733.0
2027,225.1548567997345,19.1569456072858,0.26296103000640864,3.45211,46.638671875,8.76844451488358,742.0
2028,11.406162253393063,15.991678945488038,0.2693692445755005,2.41688,43.816497802734375,7.829120325850163,754.0
2029,228.1911020690979,6.884709705332768,0.19788116216659546,2.50312,39.133224487304695,8.66793783799421,768.0
2030,336.34975344119704,-2.4606038588979566,0.29790595173835754,8.777389999999999,51.108375549316406,9.689832600353347,774.0
2031,179.93195835735898,58.0740063297179,0.22029121220111847,3.45211,35.761871337890625,9.206003281076356,836.0
2032,359.18097350660867,36.004487833259134,0.2436500936746597,2.33557,39.59087371826172,7.990041855081162,847.0
2033,115.87439195068785,21.89965721877216,0.2796342074871063,3.02916,49.18624877929688,8.312618862014025,861.0
2034,11.304307782795492,15.474969577533145,0.2605530023574829,2.2587599999999997,38.477256774902344,7.72168148381364,893.0
2035,139.01001184898809,10.844727413953477,0.19195008277893064,3.15892,38.64506530761719,9.316733153796,896.0
2036,173.56811328736234,38.558771410606276,0.19029670953750608,3.61887,36.097480773925774,9.62646006854963,912.0
2037,14.579705390760068,13.91414812391333,0.19390316307544708,2.05159,33.07699584960937,8.126145008204361,919.0
2038,210.5704270882261,17.482599020131758,0.18121781945228574,1.8189799999999998,38.187416076660156,7.875288002981524,925.0
2039,327.70580676845924,2.2457710778817748,0.2224329262971878,2.1171,40.612953186035156,7.917495444653433,955.0
2040,118.52171860800665,12.694365944625964,0.1978004276752472,1.92985,27.99709129333496,7.888179540818129,962.0
2041,123.42380944976857,10.721966643434241,0.2624969482421875,3.02916,34.40418243408204,8.481422041608157,1025.0
2042,353.81134159253804,27.249362863414284,0.28301131725311274,2.69254,45.17419433593751,7.987899716781282,1059.0
2043,192.36128824108044,28.51419948918178,0.2444553077220917,2.18605,36.55513000488281,7.786741227393407,1076.0
2044,250.81028835656358,51.250679397718756,0.1965939849615097,2.90886,32.939704895019524,9.071388140741371,1144.0
2045,135.25323492402924,60.10142177722147,0.2956364154815673,2.69254,41.757080078125,7.86657794884602,1150.0
2046,202.5116215424761,65.08312441803139,0.2296424061059952,7.02382,37.71450805664063,10.17537931572346,1157.0
2047,190.57321724372687,19.76665433566952,0.171056255698204,1.87316,30.041257858276364,8.087134729713654,1169.0
2048,354.7533739767859,2.5109795923183764,0.2729147970676422,8.777389999999999,44.99113464355469,9.931269758993812,1174.0
2049,153.17709840284618,12.931273707885476,0.2889655828475952,2.69254,43.03849792480469,7.930424135247298,1197.0
2050,137.45891127748794,55.11672796078317,0.1924567371606827,2.59481,34.526222229003906,8.824630822865489,1225.0
2051,18.282847755124642,28.466105392451958,0.27424833178520197,2.50312,50.66598510742188,7.878548138513466,1246.0
2052,22.23174112848608,22.43984264292192,0.2689496874809265,3.61887,38.690826416015625,8.806202634729079,1261.0
2053,150.84534481100823,11.393721873475585,0.2297120690345764,2.79696,36.61614990234375,8.620961223836938,1280.0
