,ra,dec,z,rich,lg_Mstar,BCG_age
0,250.08254838650882,46.711531353604364,0.23276423,199.53927612304688,11.40278,6.6348747012535
1,130.7398189043654,36.36646003953564,0.29645097,139.98385620117188,11.450510000000001,9.412910658139243
2,174.05435379455596,40.043272298621616,0.2945722,155.13204956054688,11.44624,9.1398838986489
3,210.2521998905589,2.8638091045806404,0.25708973,134.27850341796878,11.049660000000001,7.2681668347890795
4,188.56728230785905,15.252336618148355,0.27977693,136.90235900878903,11.21222,9.379468670494736
5,161.87087891344262,15.233911753538266,0.20857787,127.65783691406249,11.312619999999999,8.649726127547252
6,154.39302393136964,59.561061039218615,0.2890586,123.767822265625,11.09285,4.494671016021483
7,9.57549800341985,9.463182441093377,0.28362858,103.58548736572264,11.08301,7.006496793129064
8,142.7069494638422,28.85222610721057,0.29905593,105.81271362304688,11.25323,8.125986046801755
9,188.60036066307475,9.787638325896507,0.22960329,92.96802520751952,11.317919999999999,7.353769403242582
10,142.15268950958531,37.789787653044044,0.24691221,84.92865753173827,11.20582,5.702347967787937
11,334.315983702489,9.052793669803416,0.28500324,98.49032592773438,11.29642,9.813466166285188
12,173.2174449797248,39.84333417776916,0.29865885,94.96643066406249,10.6348,3.5087342778863357
13,201.50228458054488,12.378766184237936,0.20602646,79.19278717041014,11.254669999999999,7.701345618567698
14,127.49773905910564,56.3290373227289,0.28901133,98.84119415283205,11.22445,7.83260396957413
15,179.3132354636237,33.61070693816121,0.21948987,86.01175689697266,10.9638,5.196049048165058
16,166.23145049284113,47.42101288520093,0.21524949999999998,73.13655853271486,11.120239999999999,6.228844870825572
17,172.46469947626252,2.937972652374772,0.23823870000000005,84.9744186401367,10.97609,6.676420418786147
18,140.53187200525454,3.76632940215769,0.277344,96.72074890136714,11.3886,7.653328935085659
19,146.73028244800727,15.190685794046914,0.23470041,76.29434204101561,11.23965,8.179594783094926
20,125.11184818605564,7.613922884424268,0.22618544,79.6046676635742,11.334320000000002,8.463087766281863
21,203.10213421280997,50.40715638104107,0.27532956,51.855873107910156,11.19711,6.695977269631769
22,180.97275918229118,1.7834583508627997,0.24152568,80.12333679199217,10.85573,5.362466054468609
23,114.33720906162355,35.29491907023847,0.20893908,76.17230224609375,11.21915,5.11005595878003
24,17.079356486064967,27.967261939180283,0.24868143,78.06391906738281,10.99203,5.289447315361706
25,130.62388650354953,8.302270549029991,0.23589924,80.62675476074217,11.228819999999999,9.140135620021898
26,237.1405341856728,36.09323679843965,0.24915533,87.93388366699217,11.375940000000002,8.323673096775654
27,168.19808626627406,2.502992486041581,0.27223596,78.29273986816408,11.28046,7.800873652064652
28,249.9082825030509,47.05288370397957,0.22638986,61.78685760498047,11.06205,4.925151653119894
29,16.54324207894651,0.8556917872165687,0.26237586,78.23171997070311,11.266470000000002,8.385350956983807
30,16.03031124256421,25.015337935326404,0.2778487,78.90293884277342,11.23895,7.550886068294785
31,194.61600476885656,65.35865194411417,0.23361036,67.76680755615233,11.3212,6.2329607664223285
32,209.90849617051083,14.280111635782266,0.20983465,72.23651885986328,10.6079,5.694597791077275
33,221.02860684322758,63.749879293577784,0.2920417,73.73150634765625,11.345889999999999,7.4136879572971495
34,143.03589195768896,29.067815263131827,0.29994437,92.2052764892578,11.32734,6.262940769850825
35,173.86226702834662,31.892405551983,0.246881,66.1497802734375,11.29998,4.9119296500592124
36,155.91948070646754,4.187515165496148,0.29173332,73.53318786621094,10.74044,6.928441435788792
37,201.05500096128225,-3.297648639603563,0.21954367,69.76521301269531,11.268930000000001,5.690120123196978
38,130.3095385581728,7.978787806252669,0.22459233,68.27022552490233,11.236189999999999,10.228196453781976
39,172.5054328995613,12.938055758533347,0.25022402,81.63358306884764,11.36908,5.767290056759846
40,358.5084273914105,30.585053477193288,0.2729632,68.86516571044922,11.1864,8.669508428023462
41,180.36479358843613,8.6629047793802,0.25767684,58.03413391113281,11.146469999999999,7.262275417578176
42,147.64382569062425,15.850169266355095,0.23012948,66.60742950439452,11.2239,7.054568896530094
43,205.93495656832886,40.073491087902866,0.22929545,71.41275024414064,11.3023,7.94318906018267
44,335.0352672816424,9.39873746549281,0.24848895,65.9819793701172,11.308530000000001,7.061588381560728
45,170.8009929513495,6.982634969549537,0.24196912,66.91252899169922,11.053540000000002,6.834246744839369
46,137.16339725236028,6.997782490726332,0.22219214,60.00202941894529,10.89799,7.529217952440224
47,200.82895858411166,21.40280365619852,0.24299979,63.34286499023438,11.289019999999999,7.801621499767016
48,1.5481057745566318,-10.472086898603132,0.22826095,58.201942443847656,11.15678,8.051540710344597
49,172.83706026817623,33.579749242826516,0.21897735,62.48858642578125,11.15094,5.597290289736703
50,148.36916747017085,22.829003118166074,0.20816642,57.17985534667969,10.99225,7.873832914865364
51,127.7457017124954,32.40346824833239,0.24025565,62.97674560546875,11.07654,7.0477766689537376
52,337.3645085605786,3.2886925912446783,0.29133147,62.30552673339844,11.26552,7.615491445834515
53,19.302895958835567,15.018507114185836,0.26973709999999995,65.76840972900392,11.30643,6.946722070647185
54,245.22622853002446,44.70048357151421,0.22101703,60.49018859863281,11.29937,6.659564517741107
55,130.06811576551434,6.847849632983028,0.24145891,71.15341186523438,11.18559,9.27714566875765
56,6.001290654842478,0.5020231985390461,0.2958658,58.323982238769524,11.23701,7.474684586753981
57,226.10029989489018,47.154988163667234,0.27017772,67.40068817138673,11.176990000000002,7.918580548483671
58,198.60402823705346,64.61238778839014,0.22884396,39.11796569824218,11.01418,7.0679700866309965
59,239.2227005012262,45.33825433111747,0.2284141,56.676445007324226,11.149980000000001,3.8089640621607814
60,173.09133608405045,33.95993582460287,0.23174608,64.01408386230469,11.2959,7.624769282284647
61,147.56150892527359,28.999117985839643,0.21426676,57.50021362304688,11.294789999999999,7.808620011020627
62,239.84135669613394,50.17550875866745,0.24750161,56.66118621826172,10.994060000000001,7.071623609370176
63,133.52247562431563,54.43028733898257,0.24916279999999996,56.432365417480476,11.25152,8.712758894768827
64,167.85166722813054,14.147374229840475,0.22273019,50.91006469726562,11.27704,5.755261805646996
65,170.43970203294822,46.1173118419434,0.22587721,53.35086059570313,10.881089999999999,6.608476570899549
66,358.26296906916224,3.1707151180254893,0.22312853,56.90526580810546,11.08884,7.519364433967539
67,228.7943909261607,43.664330903076646,0.24144885,50.681236267089844,11.08727,6.741528400488672
68,357.37607859215655,16.431845909525528,0.29376823,60.398658752441406,11.22333,7.981735255463178
69,224.69975876593742,19.454115173337176,0.22085159,65.55484008789064,10.98983,5.676310338683557
70,127.21142247807852,32.462316564620394,0.2641187,68.84991455078125,11.198310000000001,8.368001091381752
71,215.3081334160712,9.843884432748998,0.22179657,57.195114135742166,10.970469999999999,5.962444562276482
72,154.18262979170868,37.93860402461878,0.25162828,59.666419982910156,11.222489999999999,6.3434001598896295
73,151.01517632900425,37.52327618548624,0.28014258,57.40868377685546,11.102760000000002,6.35499483743301
74,33.146931027468625,-8.346113885906236,0.232141,55.83741760253906,11.292589999999999,6.248207359597606
75,41.850291781256495,-1.951437498598964,0.24118325,54.784828186035156,11.191930000000001,6.35153514498014
76,150.33451667510562,37.51525548616244,0.29041773,48.316719055175774,11.127,7.429253193532283
77,201.44529652348285,41.649069842683566,0.21743520000000002,55.318748474121094,11.25929,9.52761279448022
78,4.862514368915639,3.1616334425923696,0.27613646,55.501808166503906,11.28814,7.8600542284222445
79,193.9218599139489,44.090984389128025,0.24519782,60.36814880371094,11.051380000000002,5.127117778600621
80,224.87376830466,55.9468958872306,0.20121866,54.00682067871094,11.217110000000002,7.851042854719205
81,351.0905800799299,2.1051667231678417,0.20795922,50.80327606201172,11.19496,6.700267349140651
82,202.89508548173256,10.705827886228633,0.29831517,57.98837280273438,11.21987,8.133015122441336
83,209.15320486439063,17.832503167329804,0.22140951,56.92052459716796,11.25907,5.472747051862097
84,217.008521988418,20.029625635611964,0.24924424,52.389793395996094,11.25411,6.662008898182776
85,188.48055240413257,15.43305233971104,0.22812648,51.352455139160156,11.22442,6.093158361091442
86,129.70966554789973,42.13139224488585,0.25330898,62.641136169433594,11.22786,5.341422232559354
87,222.8729750835146,21.831005577573595,0.26429263,59.75794982910156,11.07355,5.921487416991585
88,206.56875671701022,-2.461468683508725,0.22083992,54.72380828857422,11.21374,5.577616350345551
89,135.54488350838085,61.39497712546402,0.26715282,60.42916870117188,11.13009,5.203038751853766
90,162.09523288440892,28.009485661309448,0.24054909,54.96788787841797,11.13207,6.750761377918565
91,133.7509900689755,30.347871081612862,0.29926497,56.82899475097656,11.19983,5.6803254607768086
92,216.84120729764805,0.945502074407966,0.29184225,54.06784057617188,11.15995,8.389197301241353
93,11.006552118617263,10.619570207657576,0.20237564,48.11840057373047,11.23226,10.464962866444694
94,31.32063005027789,17.936404336802582,0.2005848,56.32557678222656,11.23205,6.386328962486664
95,16.599815050104624,-4.3981436254309205,0.25170842,54.113609313964844,10.96681,7.126819058638493
96,137.21957030176418,28.862261401016088,0.25381398,50.452415466308594,11.24965,9.248587667440567
97,116.27008994451842,33.21568572786449,0.23061104,49.73542785644532,11.25417,8.514263548750444
98,173.50861412745945,39.92402855912186,0.28852007,23.40534400939941,10.78241,1.9025261913036284
99,356.8650026652547,-0.15380967497132764,0.2647093,50.97108459472657,11.16558,7.7777865799596135
100,18.97122250542889,5.54615985285989,0.22350799,51.367713928222656,11.09119,5.450658944820809
101,212.60442122570893,63.61975593647219,0.20135863,47.64550018310547,11.0708,5.588124736073595
102,8.923419846725777,12.93008314069248,0.26306954,58.55280303955078,11.26063,6.130324593334213
103,189.8443103719072,44.16823972936096,0.26299490000000003,50.65072631835937,11.27307,7.50217682151534
104,353.1487193498465,7.227369012443466,0.28214959999999994,25.93766975402832,10.460540000000002,3.7667782685305915
105,136.68788044641414,37.313677861630296,0.24754171,52.8779525756836,11.06862,6.973305690841766
106,177.26476942495145,1.5017394742677932,0.23934218,48.05738067626953,11.22917,7.4485028903006985
107,193.9377336500928,18.42853050946595,0.22634298,46.94377136230471,11.16483,6.996108639869897
108,225.87754423082,20.735315249423035,0.22795585,49.415077209472656,11.251,5.799177871699753
109,140.88069166124166,33.88641253748873,0.24144208,51.09312438964846,11.08417,7.329176586375853
110,180.38030834710807,47.72864900145562,0.2754678,49.70491790771485,10.96438,5.121164341809084
111,171.0981711747715,45.44951151762745,0.2456785,53.137290954589844,11.28288,5.517563445178276
112,188.85400176850163,41.320401597616225,0.24580427,64.31918334960939,11.15214,7.186766417158091
113,219.4265478569173,39.46313504758147,0.24084464,49.59813690185546,11.2193,6.355009787554596
114,224.31294861563669,22.34288650962688,0.26976523,54.922119140625,11.22287,1.9845027465810645
115,145.02919525240281,38.022539948559796,0.23932083,57.66801452636721,11.08512,6.959436861263088
116,238.2733771773329,62.02095392090124,0.27770259999999997,59.834220886230476,11.08567,5.592525381013042
117,201.1272036651769,28.483921801285394,0.26852295,46.470863342285156,11.24947,8.713263210551236
118,163.1417999385426,10.070565422817234,0.22934984,44.85383605957031,11.198319999999999,4.098616451558015
119,199.2118112487556,46.500147649084546,0.23667794,44.625015258789055,11.05463,6.004367107051485
120,181.9736883514497,14.933189762937213,0.2532432,32.939704895019524,11.122630000000001,6.42529513716504
121,259.78610322169857,30.73539164114047,0.2837147,48.9726791381836,11.163160000000001,5.435539888547632
122,235.58191917668063,43.75788833750828,0.27592745,53.82376098632813,11.24583,6.101664610411243
123,119.85082273567093,28.215175476655087,0.23480050000000002,44.16736602783203,11.06528,6.613771836206043
124,322.3362603145307,7.4324898230145795,0.24438149,59.39183044433594,11.16077,6.220511483896322
125,15.4205347047224,34.84125985094539,0.22329207,47.46244049072265,11.16641,5.254989391404818
126,179.93275818506618,25.823741668715968,0.22982424,57.22562408447265,11.155360000000002,6.173900776132886
127,20.640801175084672,33.956989987874124,0.28171694,32.832916259765625,10.85624,5.94697594365142
128,11.818795467571931,-2.5325121228153966,0.2864707,51.596534729003906,11.21058,9.120591630001686
129,241.61964516483468,38.02937942388775,0.21476851,36.82971954345703,10.91212,6.725749866422304
130,201.97090361812712,17.362997247095993,0.2056522,43.25206756591796,11.09047,7.9985458935501486
131,245.4869205741962,51.888126120564095,0.24556264,46.94377136230471,10.686750000000002,3.13176316017555
132,359.468831313136,1.2752847479791054,0.21054423,40.99433135986328,11.171389999999999,8.336329973895623
133,223.9297183145049,56.15628233263377,0.29785556,55.15094757080078,10.957980000000001,5.398455439358378
134,166.52466595461982,3.989150651449728,0.24360834,29.41580390930176,11.050020000000002,5.044338288771575
135,169.55658794718838,27.20647808947412,0.2894432,53.44239044189453,11.094380000000001,5.97061376484208
