,ra,dec,z,bcg_x,bcg_y,origin_ID
0,250.08254838650882,46.711531353604364,0.23276423,412.09184017721884,217.8316041143477,4566
1,260.61325903724463,32.1325684169872,0.22932445,1007.5202408593028,1217.9302368493195,4
2,203.16004737928918,50.5599991282856,0.29092997,1237.76555303511,1111.1126268967837,11
3,154.39302393136964,59.561061039218615,0.2890586,270.3870883771216,662.4555439586791,24
4,201.84549713948246,3.629195635850618,0.22044352,1016.393890504652,616.1432744555882,46
5,188.60036066307475,9.787638325896507,0.22960329,237.89766294197202,511.4908246132718,52
6,28.174847327626125,1.0070892973837489,0.2275947,1581.5317885622535,104.31415713412581,55
7,0.4936709341932328,12.066117621618426,0.21127774,284.9542920904906,442.58342532583487,59
8,142.15268950958531,37.789787653044044,0.24691221,810.3829930138434,982.0908074130067,63
9,173.2174449797248,39.84333417776916,0.29865885,235.1212380693853,1377.1599163932492,68
10,179.3132354636237,33.61070693816121,0.21948987,103.34533234504043,1339.4128505385165,83
11,166.23145049284113,47.42101288520093,0.2152495,509.2125930328218,389.3761572653488,86
12,139.5892214503993,61.17489721119409,0.28188804,1922.183520022144,1023.08341899092,95
13,155.83671234890056,59.81103219390252,0.20253773,1293.805153894037,395.54049056549485,102
14,203.10213421280997,50.40715638104107,0.27532956,1706.3426247584662,449.7735515841722,104
15,180.97275918229118,1.7834583508627997,0.24152568,1231.802882605927,954.2780381768041,106
16,114.33720906162355,35.29491907023847,0.20893908,1603.1480748394074,172.673570287996,108
17,17.079356486064967,27.967261939180283,0.24868143,1395.1667210971664,1176.7105458840226,109
18,223.7784941456913,61.96940329670839,0.29094145,1598.6089138282055,1185.2037130252447,123
19,249.9082825030509,47.05288370397957,0.22638986,1201.1531176022604,1109.5869797296673,129
20,143.86435120743718,7.507251447461723,0.21627316,1461.99514039714,1402.0781292206243,130
21,194.61600476885656,65.35865194411417,0.23361036,371.8140776813361,819.5399144852713,138
22,221.02860684322758,63.749879293577784,0.2920417,965.1535025862524,352.4833971961903,142
23,143.03589195768896,29.067815263131827,0.29994437,463.2643408586157,1003.3897104685336,143
24,153.7936732941738,32.53078161204653,0.29576346,1238.6515447693941,776.4259128676073,144
25,173.86226702834662,31.892405551983,0.246881,921.023033745666,901.6336035420672,149
26,23.93606625352254,9.167401909532574,0.2594375,1156.4009574366535,728.4603518006078,156
27,201.05500096128225,-3.297648639603563,0.21954367,1472.7150513981192,101.4563079582864,160
28,126.7398384475825,31.134689321707697,0.21097171,1460.6586460211056,1088.6753782669207,167
29,172.5054328995613,12.938055758533347,0.25022402,954.613020155135,101.35811930410614,168
30,147.55048044922438,21.6476799892572,0.27604023,644.6098889664348,301.4755301371704,171
31,155.68104104083469,32.31017129392234,0.29342368,329.6196713152333,398.9790119726075,174
32,147.64382569062425,15.850169266355095,0.23012948,1340.8102754853087,990.159197052012,178
33,335.0352672816424,9.39873746549281,0.24848895,809.7502481992509,610.7533706926948,188
34,13.512649990710996,20.23053022776989,0.27973607,201.53193573297662,1005.3055573551344,199
35,190.8529501452824,27.28036018105903,0.20148268,1098.8646371707423,1036.9549514721484,205
36,126.4909449245828,4.246738507670513,0.23492122,986.719391767527,486.1155909599588,210
37,172.83706026817623,33.579749242826516,0.21897735,368.2101092777748,1464.9139926195614,220
38,349.93763246027913,-1.291320103996125,0.29610106,750.2559413178611,1323.5713611469705,232
39,19.302895958835567,15.018507114185836,0.26973709999999995,426.3339988127449,439.39540408296233,237
40,152.87370494805958,8.351576280381218,0.2803187,739.3198974895171,526.7787313611107,239
41,208.6301794990001,4.027129023627999,0.23843017,775.0604971086677,542.4466422378392,240
42,245.22622853002446,44.70048357151421,0.22101703,416.1801865697824,942.7806855040017,247
43,14.871674890911038,3.722240514898768,0.2689692,572.6677627015911,1223.6244185691373,257
44,358.2896050293074,13.765319197422352,0.26507768,760.6495760837004,1022.7800098685002,262
45,235.48776262058053,42.82189286906493,0.25567058,228.65113622414174,1226.0106407230498,269
46,239.2227005012262,45.33825433111747,0.2284141,1832.5634557334463,514.6073687852613,272
47,17.975222205956356,24.43525167611986,0.2015109,1970.5240890969824,1097.0193904956573,275
48,146.19638986886724,2.732719135694309,0.22708036,1461.1408100726999,154.67188965269168,281
49,167.85166722813054,14.147374229840475,0.22273019,1953.885540423048,324.47273085493964,286
50,8.195708185370679,12.21757981989776,0.2786231,1494.302562814976,837.9747889787102,287
51,224.69975876593742,19.454115173337176,0.22085159,1417.4068508639484,606.6728634855327,299
52,215.3081334160712,9.843884432748998,0.22179657,1306.530448824669,1198.377822823326,304
53,351.82474688387185,26.52168044286601,0.21757866,661.6161055508437,457.3353878382005,307
54,154.18262979170868,37.93860402461878,0.25162828,1635.8990505746328,1003.324116430858,315
55,151.01517632900425,37.52327618548624,0.28014258,626.9755919055602,191.65688144252917,323
56,33.146931027468625,-8.346113885906236,0.232141,714.78360563673,1339.7325272167711,330
57,41.850291781256495,-1.9514374985989642,0.24118325,524.4635179758193,931.2556348220096,333
58,8.748956650651508,30.021021250434675,0.24691282,742.6245816842267,600.6214115301983,338
59,229.51525912261292,36.475757453565,0.24865066,209.76007230270528,1033.8873456857905,346
60,193.9218599139489,44.090984389128025,0.24519782,731.7181638088928,502.6272436430712,354
61,241.106599147311,54.5519964422018,0.25171986,1066.8436474352984,1066.3307060681516,356
62,0.9913994359050092,28.12180105496006,0.20062323,530.4032439304602,702.1821820608933,358
63,250.12276988415886,23.61684986854205,0.25487876,651.7967382379096,783.6927948364578,367
64,351.0905800799299,2.1051667231678417,0.20795922,965.8442772937677,592.2470280102896,373
