,ra,dec,z,rich,lg_Mstar,BCG_age
0,250.08254838650882,46.711531353604364,0.23276423,199.53927612304688,11.40278,6.6348747012535
1,260.61325903724463,32.1325684169872,0.22932445,179.9518890380859,11.89193,7.160906861039495
2,203.16004737928918,50.5599991282856,0.29092997,152.8743133544922,11.500940000000002,7.619340206559089
3,154.39302393136964,59.561061039218615,0.2890586,123.767822265625,11.09285,4.494671016021483
4,201.84549713948246,3.629195635850618,0.22044352,96.20207977294922,11.41469,6.370687570088827
5,188.60036066307475,9.787638325896507,0.22960329,92.96802520751952,11.317919999999999,7.353769403242582
6,28.174847327626125,1.0070892973837489,0.2275947,93.85281372070312,11.94315,7.863353886927129
7,0.4936709341932328,12.066117621618426,0.21127774,83.47943115234375,11.59474,7.938180054635314
8,142.15268950958531,37.789787653044044,0.24691221,84.92865753173827,11.20582,5.702347967787937
9,173.2174449797248,39.84333417776916,0.29865885,94.96643066406249,10.6348,3.5087342778863357
10,179.3132354636237,33.61070693816121,0.21948987,86.01175689697266,10.9638,5.196049048165058
11,166.23145049284113,47.42101288520093,0.21524949999999998,73.13655853271486,11.120239999999999,6.228844870825572
12,139.5892214503993,61.17489721119409,0.28188804,83.11331176757811,11.626489999999999,8.193430930193001
13,155.83671234890056,59.81103219390252,0.20253773,75.27225494384766,11.658619999999999,7.9344927991554535
14,203.10213421280997,50.40715638104107,0.27532956,51.855873107910156,11.19711,6.695977269631769
15,180.97275918229118,1.7834583508627997,0.24152568,80.12333679199217,10.85573,5.362466054468609
16,114.33720906162355,35.29491907023847,0.20893908,76.17230224609375,11.21915,5.11005595878003
17,17.079356486064967,27.967261939180283,0.24868143,78.06391906738281,10.99203,5.289447315361706
18,223.7784941456913,61.96940329670839,0.29094145,91.88492584228516,11.71722,7.1314398420384375
19,249.9082825030509,47.05288370397957,0.22638986,61.78685760498047,11.06205,4.925151653119894
20,143.86435120743718,7.507251447461723,0.21627316,68.68210601806639,11.42629,7.102270430625749
21,194.61600476885656,65.35865194411417,0.23361036,67.76680755615233,11.3212,6.2329607664223285
22,221.02860684322758,63.749879293577784,0.2920417,73.73150634765625,11.345889999999999,7.4136879572971495
