,ra,dec,z,objID,g_mag,r_mag,i_mag,c_g2r,c_g2i,c_g2r_zref,c_g2i_zref
1020,12.540664644733056,26.211860858764897,0.2675072,1237680073391669655,19.320889,17.874058,17.316236,1.4468307,2.004652,1.4468307495117188,2.0046520233154297
1021,359.37651191962806,-10.708207928389713,0.27766138,1237652629098332250,18.790081,17.144436,16.579535,1.6456451,2.2105465,1.6456451416015625,2.2105464935302734
1022,234.50484340299346,45.80224511865723,0.20816259,1237659162808615118,17.982079,16.644562,16.164305,1.3375168,1.8177738,1.3375167846679688,1.8177738189697266
1023,200.40384545965944,16.64644909608514,0.278844,1237668589729480922,19.90927,18.344688,17.810665,1.5645809,2.0986042,1.5645809173583984,2.098604202270508
1024,245.81805547742152,42.43519949931438,0.2745535,1237665355086233913,18.998589,17.477213,16.940409,1.5213757,2.0581799,1.5213756561279297,2.0581798553466797
1025,131.3766606754514,24.966699137029394,0.24464236,1237664837002199290,19.447786,18.104626,17.61268,1.3431606,1.8351059,1.343160629272461,1.8351058959960938
1026,215.4813292467075,42.34047882590244,0.27222255,1237661433244287167,19.559227,18.497068,17.991814,1.0621586,1.5674133,1.0621585845947266,1.567413330078125
1027,185.94397919801116,16.15545572562676,0.25334716,1237664292076323013,18.778189,17.351208,16.833855,1.426981,1.944334,1.426980972290039,1.9443340301513672
1028,148.01756869295406,27.579916699946818,0.28697067,1237667113336045740,19.49379,17.884245,17.342926,1.6095448,2.1508636,1.6095447540283203,2.1508636474609375
1029,161.12621098336498,5.745157498947457,0.2495379,1237658297924517969,18.654707,17.168756,16.661787,1.4859505,1.9929199,1.4859504699707031,1.992919921875
1030,261.0486979573203,30.09799726525379,0.23954049,1237671935509594313,18.970823,17.590746,17.114426,1.3800774,1.8563976,1.3800773620605469,1.8563976287841797
1031,243.24465844696869,6.414299247665463,0.24141276,1237662198827319752,18.473902,17.120993,16.664944,1.3529091,1.808958,1.3529090881347656,1.8089580535888672
1032,137.4338653626108,21.08812699883097,0.28279302,1237667253996749025,19.242256,17.723951,17.14829,1.5183048,2.0939655,1.5183048248291016,2.093965530395508
1033,162.27836417488453,34.57951795890127,0.29448602,1237664337174003902,18.838934,17.277542,16.753698,1.5613918,2.0852356,1.561391830444336,2.085235595703125
1034,25.8968901091216,-2.7076270877488784,0.22908796,1237678889057845354,18.53652,17.101294,16.604734,1.4352264,1.9317856,1.4352264404296875,1.9317855834960938
1035,162.1702363930109,44.394008816949615,0.23736912,1237661356463620199,18.318375,16.934801,16.41875,1.3835735,1.8996239,1.3835735321044922,1.8996238708496094
1036,198.91591392126927,-1.0746802643351974,0.29928583,1237648702973280532,19.576452,18.049238,17.472063,1.527214,2.1043892,1.5272140502929688,2.104389190673828
1037,139.82924955357925,61.317033612127354,0.2943347,1237663546370556491,19.801224,18.254396,17.68132,1.5468273,2.1199036,1.5468273162841797,2.119903564453125
1038,189.7800651109095,57.69995335698356,0.26797247,1237661387598856359,19.001556,17.552332,17.0542,1.4492245,1.9473572,1.4492244720458984,1.947357177734375
1039,126.78913216468777,59.79368315021791,0.27394056,1237663788495995140,18.46492,17.025045,16.504408,1.4398746,1.9605122,1.4398746490478516,1.9605121612548828
1040,178.7332681306773,42.13388759380894,0.26218653,1237662194524487851,18.6462,17.196835,16.682203,1.4493656,1.9639969,1.4493656158447266,1.9639968872070312
1041,166.02352119772706,58.38764590209524,0.29410413,1237658303280382085,18.741001,17.2197,16.666586,1.5213013,2.0744152,1.52130126953125,2.0744152069091797
1042,185.40137424438655,48.920866675984875,0.26617795,1237661149764976709,19.243828,17.699434,17.206144,1.5443935,2.0376835,1.544393539428711,2.0376834869384766
1043,358.1417931873387,25.40936070003866,0.23984745,1237666245766152544,18.648666,17.213186,16.702929,1.4354801,1.9457378,1.4354801177978516,1.9457378387451172
1044,131.20467643710467,54.581749511644475,0.23955274,1237651272425210125,18.698631,17.240604,16.722313,1.4580269,1.9763184,1.4580268859863281,1.976318359375
1045,317.9636113991441,0.015035217016224834,0.2063961,1237663457776828930,18.54178,17.220964,16.717215,1.320816,1.8245659,1.3208160400390625,1.8245658874511719
1046,219.4358203926115,19.546695894132924,0.24256802,1237667736133566692,18.1994,16.762272,16.275599,1.4371281,1.9238014,1.4371280670166016,1.9238014221191406
1047,261.04990232548926,31.77628116258489,0.20006107,1237671936582681053,18.218523,17.048918,16.607792,1.1696053,1.6107311,1.1696052551269531,1.6107311248779297
1048,4.620159749855702,2.0128881558014178,0.23042263,1237678596481876200,18.592701,17.2092,16.67999,1.383501,1.9127102,1.3835010528564453,1.912710189819336
1049,230.47817810086758,48.780533201274245,0.29707745,1237661388146868549,19.12119,17.58658,17.009073,1.5346088,2.1121159,1.5346088409423828,2.1121158599853516
1050,350.44552453592837,6.079486121651753,0.22933717,1237669516363956450,18.965092,17.612753,17.0735,1.3523388,1.891592,1.3523387908935547,1.891592025756836
1051,199.25789415073206,1.6365125121898825,0.2510888,1237651752944992346,19.39029,17.854122,17.390871,1.5361671,1.9994183,1.5361671447753906,1.9994182586669922
1052,217.6915988684629,7.518288392839401,0.24124296,1237662269143318752,19.172138,17.793415,17.273218,1.3787231,1.89892,1.37872314453125,1.8989200592041016
1053,144.63474144374067,4.251864291301443,0.27372557,1237654602097950966,19.430027,17.918133,17.356733,1.5118942,2.0732937,1.5118942260742188,2.073293685913086
1054,158.59126438102027,35.213993078187634,0.26727986,1237664879956459682,19.29458,17.771101,17.241997,1.5234795,2.0525837,1.5234794616699219,2.052583694458008
1055,6.458164681178857,1.5497134574865836,0.28655183,1237678595945791672,18.931107,17.322998,16.77039,1.6081085,2.160717,1.6081085205078125,2.160717010498047
1056,160.48983815749156,37.60800152150861,0.2845861,1237664668974055627,19.032932,17.41814,16.874748,1.6147919,2.158184,1.6147918701171875,2.158184051513672
1057,336.49494595359226,13.996127347045846,0.24090059,1237666185098101234,19.495153,18.21434,17.747175,1.2808132,1.7479782,1.280813217163086,1.7479782104492188
1058,128.1306927949001,35.28703458905518,0.26637357,1237674366459707450,19.027107,17.553463,17.000076,1.4736443,2.027031,1.4736442565917969,2.0270309448242188
1059,175.87620149697392,13.104069490759283,0.24813074,1237661950787518646,18.381632,16.978811,16.429398,1.4028206,1.9522343,1.4028205871582031,1.9522342681884766
1060,168.6944575945251,25.379558488534038,0.23393118,1237667551957352639,19.514372,18.125072,17.623743,1.3892994,1.8906288,1.3892993927001953,1.8906288146972656
1061,191.96863677594217,18.40906641281688,0.2437008,1237668591336554703,19.112633,17.729647,17.234274,1.3829861,1.8783588,1.382986068725586,1.8783588409423828
1062,206.172897722446,47.82800697538925,0.21995458,1237658204517630177,18.816319,17.44726,16.942598,1.3690586,1.8737202,1.369058609008789,1.8737201690673828
1063,217.53335773457846,18.957963890344065,0.24130005,1237667782311280970,18.794565,17.354734,16.855728,1.4398308,1.938837,1.4398307800292969,1.9388370513916016
1064,17.34617376057399,0.908165234508949,0.26691598,1237663785278701822,18.823978,17.324688,16.795977,1.4992905,2.0280018,1.4992904663085938,2.0280017852783203
1065,12.951356902196096,31.204358495130933,0.29463115,1237680477124296999,19.686655,18.133335,17.571682,1.5533199,2.114973,1.5533199310302734,2.1149730682373047
1066,204.43955815125923,15.491595226834246,0.27198467,1237668494183235777,19.242828,17.720583,17.20048,1.5222454,2.0423489,1.5222454071044922,2.042348861694336
1067,342.9410955027728,16.47318198318964,0.28949302,1237680092188639700,18.863134,17.288422,16.70587,1.5747128,2.1572647,1.5747127532958984,2.1572647094726562
1068,206.74333222489548,30.09270975846144,0.2696548,1237665226239901866,18.876911,17.36988,16.8319,1.5070305,2.0450115,1.5070304870605469,2.045011520385742
1069,182.9628154969327,48.81989391633503,0.2918734,1237658611448021161,18.768988,17.199074,16.63921,1.5699139,2.129778,1.5699138641357422,2.1297779083251953
1070,355.91505927479216,30.7978500261695,0.24509731,1237666183498170983,18.366682,16.930681,16.421434,1.4360008,1.9452477,1.4360008239746094,1.9452476501464844
1071,209.3425738139465,50.070464047004144,0.22297715,1237661958833766530,18.424164,17.051598,16.565756,1.3725662,1.858408,1.3725662231445312,1.858407974243164
