,ra,dec,z,bcg_x,bcg_y,origin_ID
0,173.50861412745945,39.92402855912186,0.28852007,698.9447951949005,764.4220677329813,447
1,167.53845620592398,8.920477566233938,0.23755553,114.15721908524608,189.6514345128569,791
2,137.7191787146707,64.06080309810653,0.22052600000000008,1103.5528926467762,839.6111631095979,909
3,228.5971472499017,43.64938111019894,0.24358761,487.81626782237544,628.6968945794623,1009
4,126.40037814343592,16.586059298604493,0.21148281,721.80766522932,1260.3513618584386,1133
5,208.31827471150928,11.503951218964625,0.27679297,34.810612067522925,832.8722662359904,1154
6,180.33068950314868,48.51021286312411,0.2738117,548.7692273709259,1024.5122949566626,1218
7,176.35572419589755,14.688300384303224,0.2911801,608.7158484175744,711.0630248898343,1255
8,199.2306313694105,26.25830358030123,0.29060084,1127.4956309221745,127.2252242221872,1268
9,224.60339006061713,48.710218457790994,0.20326622,1904.9906179254626,317.98759194965123,1288
10,137.09038472640364,58.899744902381144,0.23744382,310.15222450992763,399.1798361029565,1345
11,206.38895368018845,38.87995293830915,0.2742776,197.76359975732205,621.9368305658402,1455
12,138.08966316228532,21.49825317262846,0.28246158,1775.4450190259313,875.1349848469797,1478
13,167.72090892391918,7.233895478888727,0.24341297,710.1959504928955,607.9727012224075,1487
14,230.67807709106103,57.66929043905088,0.2058721,119.48169955918979,1182.9978500729715,1518
15,141.64780068862262,29.572812740080447,0.29623777,1555.119820734349,1042.329947404995,1533
16,222.8729595063723,42.592960729734045,0.20977609,499.0507067694948,1027.7751294716388,1535
17,224.71898890632855,43.88036690269187,0.22685154,292.193462269449,1025.9789189288272,1540
18,149.25789948875212,13.378411876859465,0.24913828,515.0128953224769,1095.0057419892178,1561
19,20.83182214648156,12.319005748038,0.2215471,700.7640453640432,734.7878263238704,1577
20,152.35505019499922,9.830278077253043,0.21396820000000005,1009.6618845353833,582.1096669162972,1601
21,159.8247130148839,10.811184401717844,0.20079102,980.0073458086999,549.5588907484432,1613
22,356.51951589063367,-0.18573026574812848,0.26924658,281.91738192821344,216.9689659278777,1677
23,247.83904155657768,47.292350484992134,0.24422602,1330.8604427187558,634.6842390962952,1682
24,171.893905704571,23.67979858335695,0.29938897,937.3539801619045,1231.97541512229,1689
25,193.31989862459,28.77306002145565,0.20116717,883.7929777093259,225.09076414340583,1690
26,191.7147933888416,23.06162511624048,0.23958977,722.6123784496665,1064.5677379829112,1702
27,8.576497877926045,29.28934422597091,0.2408438,1680.0566340933367,808.0432733528899,1703
