1.43478200, 0.49709400, 11.74108962, 11.43297399
1.69398900, 0.54538000, 11.78881962, 11.38043759
1.60727600, 0.60489400, 11.78454962, 11.37335350
1.55837400, 0.54203200, 11.38796962, 10.96090904
1.64958000, 0.57955500, 11.55052962, 11.07621857
1.41728400, 0.49868000, 11.65092962, 11.25972384
1.56251200, 0.54814700, 11.42131962, 11.01970280
1.64644300, 0.57552900, 11.59153962, 11.20459840
1.48337400, 0.49073600, 11.65622962, 11.30808034
1.45768000, 0.47652300, 11.54412962, 11.29261809
1.67602000, 0.58443600, 11.63472962, 11.14089162
1.34462900, 0.48328400, 11.59297962, 11.26670366
1.58557500, 0.53170600, 11.56275962, 11.22847137
1.33660500, 0.49099400, 11.30210962, 11.07685143
1.36202300, 0.50011400, 11.45854962, 11.16860231
1.35483900, 0.55154800, 11.31439962, 11.04451199
1.54477700, 0.54670800, 11.72690962, 11.36913078
1.50014100, 0.52282900, 11.57795962, 11.17764902
1.48152900, 0.51674500, 11.67262962, 11.29458176
1.49584000, 0.56190200, 11.53541962, 11.22807482
1.39159000, 0.50382200, 11.19403962, 10.97326141
1.27935000, 0.48652000, 11.55745962, 11.31775701
1.41290300, 0.50646200, 11.33033962, 11.06118804
1.44728900, 0.52413000, 11.56712962, 11.21200121
1.55011700, 0.49374300, 11.71424962, 11.37485525
1.51593200, 0.56610100, 11.61876962, 11.25749684
1.33848200, 0.49968900, 11.40035962, 11.18785693
1.55053000, 0.54793500, 11.60477962, 11.21250329
1.58046900, 0.50231400, 11.57725962, 11.24878911
1.42465100, 0.49981200, 11.65950962, 11.37713772
1.26525300, 0.52007900, 10.94620962, 10.71002569
1.63935200, 0.55577700, 11.68419962, 11.30202417
1.55516200, 0.57116500, 11.66564962, 11.36312349
1.37456700, 0.48967900, 11.63828962, 11.46992966
1.58212100, 0.55403500, 11.07874962, 10.73459830
1.37989100, 0.51095200, 11.60723962, 11.28849847
1.42478200, 0.54584700, 11.57449962, 11.14650559
1.45100600, 0.49452000, 11.70738962, 11.44302799
1.56675600, 0.57122600, 11.52470962, 11.09665152
1.42981700, 0.53028700, 11.48477962, 11.25582175
1.45023900, 0.49805000, 11.56220962, 11.22444502
1.46251300, 0.49902700, 11.64060962, 11.32666327
1.48007600, 0.51527600, 11.64683962, 11.27185347
1.46892900, 0.49839200, 11.39184962, 11.04623599
1.38793200, 0.54034800, 11.23629962, 10.88170383
1.47312600, 0.50962100, 11.62732962, 11.32240192
1.39024700, 0.54723200, 11.49508962, 11.15593074
1.37016900, 0.48536800, 11.48924962, 11.23192348
1.33988000, 0.47873300, 11.33055962, 11.03555756
1.46326700, 0.51208000, 11.41484962, 11.06820583
1.54595900, 0.60320300, 11.60382962, 11.17180746
1.48328700, 0.55657800, 11.64473962, 11.29733276
1.35179300, 0.50979600, 11.63767962, 11.36837998
1.51608100, 0.53329300, 11.52389962, 11.13443773
1.58669300, 0.57213500, 11.57531962, 11.22641637
1.49722800, 0.57822900, 11.51529962, 11.16007877
1.43439000, 0.50719700, 11.35248962, 11.03314253
1.31901600, 0.48668900, 11.48828962, 11.37436692
1.48306300, 0.48596300, 11.63420962, 11.31235954
1.41368600, 0.49179100, 11.63309962, 11.28670653
1.48884000, 0.50834600, 11.33236962, 11.00883320
1.50908500, 0.53276000, 11.58982962, 11.24636078
1.41650600, 0.44951700, 11.61534962, 11.36260128
1.42285200, 0.49236700, 11.21939962, 10.92102070
1.38334300, 0.55333900, 11.42714962, 11.05947816
1.46805300, 0.50366600, 11.42557962, 11.09731279
1.62427100, 0.57154300, 11.56163962, 11.16897761
1.35906700, 0.50002500, 11.32813962, 11.05889325
1.63796300, 0.53541700, 11.53661962, 11.06484924
1.39371900, 0.49711000, 11.30877962, 11.02574034
1.46659400, 0.53959300, 11.56079962, 11.22780365
1.54020300, 0.54348400, 11.44106962, 11.12703306
1.41939000, 0.52721800, 11.63089962, 11.29253133
1.39784600, 0.53357400, 11.53023962, 11.22606335
1.54131200, 0.56737000, 11.46530962, 11.15226681
1.45860500, 0.52915400, 11.59759962, 11.19066538
1.54884600, 0.54234300, 11.62644962, 11.29033268
1.41827300, 0.46872400, 11.38968962, 11.20623359
1.33373200, 0.50025800, 11.55541962, 11.21787665
1.31016300, 0.46609000, 11.53326962, 11.27196221
1.60501100, 0.59606700, 11.55817962, 11.15797197
1.36856500, 0.50604900, 11.59737962, 11.31816350
1.50455200, 0.51243800, 11.59241962, 11.22614270
1.38683100, 0.52154000, 11.56272962, 11.25926226
1.48736000, 0.47419100, 11.56616962, 11.30100396
1.45892700, 0.51687100, 11.41185962, 11.15854872
1.36873000, 0.47648900, 11.55204962, 11.29215369
1.46333700, 0.51427300, 11.46839962, 11.19034573
1.45232100, 0.50595000, 11.47037962, 11.15714481
1.48715400, 0.56997700, 11.53813962, 11.30454078
1.61080700, 0.58231500, 11.49825962, 11.09988668
1.25645100, 0.50262800, 11.57035962, 11.25722798
1.41406800, 0.57031000, 11.30511962, 10.96697357
1.57016200, 0.54211400, 11.58795962, 11.16782450
1.44202500, 0.52476100, 11.59247962, 11.23835150
1.52942300, 0.54558400, 11.50388962, 11.13259981
1.34923000, 0.50604800, 11.42949962, 11.17056967
1.29989800, 0.47514400, 11.40910962, 11.15247043
1.55220200, 0.48001700, 11.59893962, 11.26642307
1.56129100, 0.51142900, 11.61137962, 11.25436235
1.50350700, 0.46924900, 10.79884962, 10.60970472
1.33101500, 0.54504400, 11.40692962, 11.22139670
1.48508200, 0.49705400, 11.56747962, 11.25207279
1.39126600, 0.52035000, 11.50313962, 11.19559446
1.38089200, 0.49983200, 11.58930962, 11.32923030
