,offset2cen,offset2peak,devi_cenx,devi_ceny,devi_pk_x,devi_pk_y
0,4.257663859350687,39.038076683051706,4.229333320106907,-0.49034804644708174,23.068033320106906,-31.4934480464471
1,4.262441028105386,39.05117525131367,4.232508355739373,-0.5042584026791133,23.071208355739373,-31.50735840267913
2,4.26244472992519,39.05117888044417,4.232511852937268,-0.5042603399163568,23.071211852937267,-31.507360339916374
3,0.3689508049576565,4.296704739755351,-0.35728059786697486,0.09206123433193625,-4.103380597867044,-1.2743387656680625
4,0.3315052536632202,4.258427751036158,-0.3178461875143057,0.09417820495707474,-4.063946187514375,-1.272221795042924
5,0.3315047492306536,4.258427454202443,-0.31784576598397507,0.09417785200639628,-4.0639457659840446,-1.2722221479936024
6,0.2629835996021203,2.006343792509,-0.26032185677081543,-0.037321636447018136,-1.1427218567707769,-1.6491216364470347
7,0.26334256479502305,2.006552772998252,-0.26068401909810746,-0.03732490615766437,-1.143084019098069,-1.649124906157681
8,0.11112972376616456,1.7923232533481281,-0.07968048481143342,0.0774650620896864,-0.701980484811429,-1.6491349379102758
9,0.10208700252648664,1.8377634636922004,-0.095904682491323,0.03498639680049109,-0.7182046824913186,-1.691613603199471
10,0.11106369770177157,1.7922874809607274,-0.07958859887935432,0.07746482992695292,-0.70188859887935,-1.6491351700730092
11,0.35001366198280864,0.6807276323061402,0.18782789245256026,0.2953476703673914,-0.3516721075474152,-0.5828523296327148
12,0.35692681119158776,0.6846057270179057,0.1225046746078533,0.3352452136073225,-0.41699532539212214,-0.5429547863927837
13,0.36235625597476195,0.6781204635215898,0.12854614781576856,0.3387889374312181,-0.4109538521842069,-0.5394110625688882
14,0.36235625597476195,0.6781204635215898,0.12854614781576856,0.3387889374312181,-0.4109538521842069,-0.5394110625688882
15,0.3745815631350315,0.6562081616841964,0.20227603444072884,0.315270920529656,-0.3372239655592466,-0.5629290794704502
16,0.3745815631350315,0.6562081616841964,0.20227603444072884,0.315270920529656,-0.3372239655592466,-0.5629290794704502
17,0.21667309042487756,1.5564586742631776,0.09576068708020102,0.1943633682672612,-1.5564393129197924,0.007763368267262649
18,0.23445170714002322,1.5334414497290125,0.118836913673249,0.2021024268273095,-1.5333630863267445,0.015502426827310956
19,0.23445170714002322,1.5334414497290125,0.118836913673249,0.2021024268273095,-1.5333630863267445,0.015502426827310956
20,0.30781711541835644,1.6734585200259222,0.0633344757420673,0.3012310089067114,-1.2597655242580004,-1.101568991093302
21,0.3225332147081773,1.6497730774937525,0.08653878325117148,0.3107067968091428,-1.2365612167488962,-1.0920932031908706
22,0.16058462770990647,1.6943590022298511,0.09118102988031751,-0.132187149325091,-0.23281897011952424,-1.678287149325115
23,0.1682704953135703,1.6903744654504944,0.10655922279170227,-0.1302309165716906,-0.21744077720813948,-1.6763309165717146
24,0.1682704953135703,1.6903744654504944,0.10655922279170227,-0.1302309165716906,-0.21744077720813948,-1.6763309165717146
25,0.06677260158341745,2.0702776202819737,-0.06676651060615768,-0.0009018778717972964,-2.0638665106062035,-0.16280187787174327
26,0.05294934950223982,2.0537490516487487,-0.04845806777041162,-0.021341257710560058,-2.0455580677704575,-0.18324125771050603
27,0.5249761850169734,1.4603662361046876,0.11464821575889772,0.5123043836024408,-1.2673517842411002,-0.7255956163976407
28,0.4723354331164945,1.535114764506933,0.05313241646381783,0.4693375200195078,-1.32886758353618,-0.7685624799805737
29,0.5248663953735575,1.4606991883391254,0.11428214309267304,0.5122736815048938,-1.2677178569073249,-0.7256263184951877
30,0.6142644193455097,1.2782662905085147,0.3224602366586211,0.5228194455526136,-1.0595397633413768,-0.7150805544474679
31,0.6196469049408448,1.3140973787859742,0.2528292343095515,0.565720483172754,-1.1291707656904464,-0.6721795168273275
32,0.6291307782238911,1.3081126539602645,0.2539379571683682,0.5756049426627214,-1.1280620428316297,-0.66229505733736
33,0.6374180201715534,1.2587362406124802,0.331521501857587,0.5444219193286699,-1.050478498142411,-0.6934780806714116
34,0.2356015073935487,1.6246359522784135,0.1545380288838345,-0.17783719497003858,-1.6121619711161657,-0.20093719497003804
35,0.2504762596078654,1.6125108595343616,0.16779901137566355,-0.18596195419627293,-1.5989009886243366,-0.20906195419627238
36,0.2481524261994509,1.8305304610912005,-0.044211927918823335,-0.24418216982076046,-1.8109119279188235,-0.2672821698207599
37,0.20449415117157926,1.7560213217692213,0.025285731263338107,-0.20292483745924983,-1.741414268736662,-0.22602483745924928
38,0.517134420362253,1.3148611480251564,0.16423324657925775,0.490362569372337,-1.1538667534207434,-0.6304374306275804
39,0.5206150724738483,1.3115233467458882,0.16643604272216805,0.4932941286594996,-1.151663957277833,-0.6275058713404178
40,0.5206150724738483,1.3115233467458882,0.16643604272216805,0.4932941286594996,-1.151663957277833,-0.6275058713404178
41,0.41402817625962535,1.4791565248786331,0.018960510569328903,0.41359379803839147,-1.2991394894306723,-0.707206201961526
42,0.41402817625962535,1.4791565248786331,0.018960510569328903,0.41359379803839147,-1.2991394894306723,-0.707206201961526
43,0.3731605164252767,1.5537105059146372,-0.04256310610431058,0.3707251718153657,-1.3606631061043117,-0.7500748281845517
44,0.055404211913413645,1.958053310784701,-0.03978357036567104,-0.03856026746154839,-1.3495835703656667,-1.4186602674615187
45,0.060051803430812054,1.9556781150411302,-0.0571151786292603,-0.018549271291362857,-1.366915178629256,-1.3986492712913332
46,0.055404208132320706,1.9580533085508292,-0.039783541148153745,-0.03856029217320156,-1.3495835411481494,-1.418660292173172
47,0.09190903059097735,1.4884251573450147,-0.04130828144462839,0.08210295846231475,-0.26080828144461066,-1.465397041537699
48,0.11280499192304093,1.4729748125901299,-0.052481286215595446,0.09985329638982421,-0.2719812862155777,-1.4476467036101894
49,0.09190903059097735,1.4884251573450147,-0.04130828144462839,0.08210295846231475,-0.26080828144461066,-1.465397041537699
50,0.19866747481448238,2.7132605948999333,-0.18830405129909877,0.06332732280390019,-1.5966040512990958,-2.1937726771960797
51,0.19805861927216312,2.7127914712242474,-0.1876310285867362,0.06341777179528663,-1.5959310285867332,-2.1936822282046933
52,0.21106452426677647,2.7634921918185857,-0.2103568080570426,0.01726982072904093,-1.6186568080570396,-2.239830179270939
53,0.19156254079049895,1.0091957413172485,0.0265489147648168,-0.1897138955346236,-0.7197510852352025,-0.707413895534728
54,0.14552890242149946,0.9742269196183346,0.029826783496446296,-0.14243954656717506,-0.716473216503573,-0.6601395465672795
55,0.39099974822573175,1.2339989882403835,-0.10350952433554994,-0.3770498395231243,-0.8498095243355692,-0.8947498395232287
56,0.3324526115026228,1.1457032902657498,-0.02258340478761056,-0.3316846826778601,-0.7688834047876298,-0.8493846826779645
57,0.15158081951205735,1.723138810359041,-0.008552763545822017,0.1513393375156511,-0.3070527635459257,-1.695560662484354
58,0.16358255670708985,1.708201984205099,0.009642332471912596,0.16329812700496404,-0.2888576675281911,-1.683601872995041
59,0.16358255670708985,1.708201984205099,0.009642332471912596,0.16329812700496404,-0.2888576675281911,-1.683601872995041
60,0.02555256943829686,1.8502489945244165,-0.006763525218957511,-0.024641195821459405,-0.07216352521891167,-1.8488411958214783
61,0.04235969806395482,1.8649376658967973,0.013867228096387407,-0.040025541907539264,-0.051532771903566754,-1.8642255419075582
62,0.04235969806395482,1.8649376658967973,0.013867228096387407,-0.040025541907539264,-0.051532771903566754,-1.8642255419075582
63,0.4565010695366261,1.2907469310807316,0.24435018814415344,-0.38559851146237634,-1.1692498118559342,0.5467014885375647
64,0.04136521749872538,1.6235090096823737,0.028595423196293268,0.02988951305962928,-1.615604576803662,-0.16001048694039355
65,0.05680278945282557,1.601859691363384,0.05080966392233677,0.02539556933248832,-1.5933903360776185,-0.1645044306675345
66,0.05680278945282557,1.601859691363384,0.05080966392233677,0.02539556933248832,-1.5933903360776185,-0.1645044306675345
67,0.45279197639795815,1.2588710739634263,0.30626116922030633,-0.333503628343351,-1.1073388307797813,0.59879637165659
68,0.4909204826424552,1.2812732149854762,0.23429322276365383,-0.4314042258079098,-1.1793067772364338,0.5008957741920312
69,0.4782858735816796,1.2479091055055598,0.297159785508029,-0.37477118184915525,-1.1164402144920587,0.5575288181507858
70,0.32084240637037487,1.7572754810599969,-0.19770521706143285,0.2526905159918442,-1.7515052170614354,0.1422905159918173
71,0.32658794444901995,1.6958421073969963,-0.13152982256419676,0.29893074655456076,-1.6853298225641993,0.18853074655453383
72,0.3302934141058469,1.5067992408702582,0.06227037209428232,0.3243703749742508,-1.4915296279057202,0.2139703749742239
73,0.3231774963913887,1.5023673824129635,0.06562871367757594,0.3164436223323719,-1.4881712863224266,0.20604362233234497
74,0.4522543539844932,1.25958861365535,0.30542566657391035,-0.3335403467285687,-1.1081743334261773,0.5987596532713724
75,0.1885198290935522,1.8774040527570182,0.16113549734438948,-0.09785232474008154,-1.8382645026556474,-0.3813523247400781
76,0.19239827420912065,1.8997734716917805,0.1445108475924144,-0.1270185452867807,-1.8548891524076225,-0.4105185452867772
77,0.19239823573563883,1.8997734949163774,0.14451081828713086,-0.12701852035105077,-1.854889181712906,-0.4105185203510473
78,0.1919695537617819,1.9202280575523587,0.1272943387224359,-0.14369572332089575,-1.872105661277601,-0.4271957233208923
79,0.20655573530373095,1.8503517482645702,0.18676989456741921,-0.08821722207222393,-1.8126301054326177,-0.37171722207222047
80,0.2065557539540541,1.8503517364106714,0.18676990924893744,-0.08821723465781162,-1.8126300907510995,-0.37171723465780815
81,0.3376201062666423,1.8293354734806544,-0.1345700752665806,0.309642101462714,-1.8268700752665836,0.09494210146272053
82,0.45611406217782036,1.2909728435236056,0.24430033120438566,-0.3851718913547302,-1.169299668795702,0.5471281086452109
83,0.33217956852720076,1.8920219387327089,-0.1990276004786864,0.26595352976528375,-1.8913276004786894,0.051253529765290295
