,R_ref,SB_mag,SB_mag_err,SB_fdens,SB_fdens_err
0,1.0,19.693197,0.3437557,13.26542,4.1999736
1,1.2686251981032597,19.700485,0.35138202,13.176687,4.264435
2,1.609409893262535,19.7236,0.34613243,12.899109,4.1122327
3,2.041737944669529,19.806782,0.33141512,11.947773,3.6469934
4,2.5902002045313237,19.994589,0.3161753,10.049964,2.9266322
5,3.285993247600654,20.302912,0.31205606,7.5654616,2.1744218
6,4.168693834703354,20.661411,0.32010815,5.4379573,1.6032757
7,5.288510041882381,21.023952,0.34016043,3.894206,1.2200521
8,6.709137099554112,21.438713,0.3667222,2.6577537,0.89769256
9,8.511380382023763,21.880571,0.39831924,1.7691776,0.64905035
10,10.797751623277094,22.34748,0.434516,1.1508212,0.46056327
11,13.698299792149703,22.820824,0.47398,0.7441678,0.32486773
12,17.378008287493753,23.322792,0.5214754,0.46868712,0.22510885
13,22.04617920636185,23.867245,0.5836072,0.28385854,0.15258023
14,27.968338463090777,24.468283,0.674096,0.16318764,0.10131755
15,35.48133892335755,25.151293,0.8034924,0.08699272,0.064378425
16,45.012520620613365,25.96425,0.98180383,0.041143388,0.03720493
17,57.104017889452685,26.99614,1.3997234,0.015905391,0.02050512
18,72.44359600749898,28.843506,4.6086693,0.0029013332,0.012315409
19,91.90377133632595,,-2.6119416,-0.0035606527,0.008565817
20,116.59144011798311,,-1.327803,-0.0067641195,0.0082721915
21,147.91083881682073,,-0.92001283,-0.008456632,0.007165838
22,187.64341719560858,,-1.4626714,-0.0067834207,0.009138422
23,238.04916731255136,,-3.8188512,-0.0026523967,0.009329254
24,301.9951720402016,,-3.658463,-0.0065314216,0.022008076
