,R_ref,SB_mag,SB_mag_err,SB_fdens,SB_fdens_err
0,1.0,20.24184,0.3097339,8.00321,2.2831194
1,1.2686251981032597,20.28394,0.3387424,7.6988173,2.4019792
2,1.609409893262535,20.324337,0.34956223,7.417623,2.3881683
3,2.041737944669529,20.408682,0.34311813,6.863212,2.1689363
4,2.5902002045313237,20.581917,0.32675964,5.8510375,1.7609093
5,3.285993247600654,20.862883,0.31448656,4.516966,1.308352
6,4.168693834703354,21.198952,0.3186882,3.314509,0.97288364
7,5.288510041882381,21.559738,0.33906654,2.3774152,0.7424473
8,6.709137099554112,21.975172,0.3657174,1.6215528,0.54620093
9,8.511380382023763,22.415565,0.39452434,1.0808716,0.39275667
10,10.797751623277094,22.884298,0.42960858,0.7019093,0.27773437
11,13.698299792149703,23.363607,0.47176147,0.45139527,0.19613501
12,17.378008287493753,23.863901,0.5220177,0.2847341,0.13689904
13,22.04617920636185,24.39515,0.5825929,0.17455813,0.093665786
14,27.968338463090777,24.990065,0.6698116,0.10091927,0.06225904
15,35.48133892335755,25.678286,0.7988811,0.053540934,0.039395243
16,45.012520620613365,26.492813,0.96773154,0.02528568,0.022537474
17,57.104017889452685,27.501694,1.3150443,0.009984422,0.012093137
18,72.44359600749898,29.234304,3.796911,0.0020243148,0.0070792
19,91.90377133632595,,-3.073774,-0.0016513051,0.0046749283
20,116.59144011798311,,-1.2926637,-0.0035561381,0.004233893
21,147.91083881682073,,-0.93597,-0.0045339987,0.0039085797
22,187.64341719560858,,-1.1629074,-0.0036470115,0.0039062311
23,238.04916731255136,,-3.7531972,-0.00089309516,0.0030872712
24,301.9951720402016,,-28.059927,-0.00019427651,0.005020911
