,R_ref,SB_mag,SB_mag_err,SB_fdens,SB_fdens_err
0,1.0,21.55063,0.3468705,2.3974411,0.7659334
1,1.2686251981032597,21.7449,0.361277,2.0046585,0.66704696
2,1.609409893262535,21.905388,0.38095176,1.7291971,0.60672265
3,2.041737944669529,22.047562,0.38773587,1.5169655,0.5417356
4,2.5902002045313237,22.197973,0.3707413,1.3207208,0.45098042
5,3.285993247600654,22.388971,0.3404731,1.1076733,0.3473523
6,4.168693834703354,22.656883,0.3267542,0.86546016,0.26046175
7,5.288510041882381,23.02724,0.34042108,0.6153243,0.19292842
8,6.709137099554112,23.4475,0.36692557,0.41783047,0.14120619
9,8.511380382023763,23.875202,0.3984966,0.28178558,0.10342347
10,10.797751623277094,24.335142,0.43830684,0.18447724,0.074472636
11,13.698299792149703,24.820028,0.48794466,0.118028946,0.053043816
12,17.378008287493753,25.32967,0.53748316,0.07381278,0.036540303
13,22.04617920636185,25.867764,0.5978734,0.044967078,0.02476165
14,27.968338463090777,26.485416,0.72990674,0.025458511,0.017114967
15,35.48133892335755,27.261127,1.0429198,0.012460877,0.011969478
16,45.012520620613365,28.39281,1.8165828,0.004394155,0.007352013
17,57.104017889452685,31.975777,32.06005,0.0001620649,0.0047855168
18,72.44359600749898,,-2.5105145,-0.0015665519,0.0036222897
19,91.90377133632595,,-1.5436594,-0.0020679426,0.0029401241
20,116.59144011798311,,-1.3954842,-0.0021764596,0.0027973785
21,147.91083881682073,,-1.1847523,-0.0020176917,0.0022016997
22,187.64341719560858,,-3.3781075,-0.0015507401,0.004824898
23,238.04916731255136,32.00115,39.717297,0.00015832184,0.0057915687
24,301.9951720402016,,-4.3004823,-0.0016420957,0.0065041613
