,R_ref,SB_mag,SB_mag_err,SB_fdens,SB_fdens_err
0,1.0,20.243015,0.3076135,7.994545,2.2650347
1,1.2686251981032597,20.285057,0.33647093,7.690901,2.3834193
2,1.609409893262535,20.325413,0.34753197,7.4102864,2.3719494
3,2.041737944669529,20.409746,0.34168974,6.8564825,2.157789
4,2.5902002045313237,20.583052,0.3261158,5.844931,1.7556052
5,3.285993247600654,20.864182,0.314396,4.511565,1.3064113
6,4.168693834703354,21.200342,0.31862426,3.310268,0.9714438
7,5.288510041882381,21.561121,0.33889255,2.3743865,0.741121
8,6.709137099554112,21.976475,0.36553717,1.6196077,0.5452768
9,8.511380382023763,22.416842,0.39476204,1.0796012,0.39253142
10,10.797751623277094,22.88571,0.42991516,0.70099676,0.27757126
11,13.698299792149703,23.36541,0.47115895,0.45064658,0.19555964
12,17.378008287493753,23.86588,0.5205045,0.28421614,0.13625388
13,22.04617920636185,24.396536,0.5810438,0.17433536,0.093297504
14,27.968338463090777,24.990767,0.6682463,0.10085413,0.062073458
15,35.48133892335755,25.679283,0.79740226,0.053491697,0.039286155
16,45.012520620613365,26.494448,0.9663799,0.025247648,0.022472145
17,57.104017889452685,27.504576,1.3172462,0.009957941,0.01208126
18,72.44359600749898,29.242134,3.833887,0.0020097713,0.007096785
19,91.90377133632595,,-3.092892,-0.0016410168,0.004674697
20,116.59144011798311,,-1.3091424,-0.0035025957,0.004223306
21,147.91083881682073,,-0.9520692,-0.0044899117,0.0039371504
22,187.64341719560858,,-1.2007494,-0.0036612325,0.0040490706
23,238.04916731255136,,-4.0034323,-0.0008510449,0.0031380556
24,301.9951720402016,,-16.29145,-0.0003363656,0.0050471597
