,R_ref,SB_mag,SB_mag_err,SB_fdens,SB_fdens_err
0,1.0,20.241629,0.31072357,8.004762,2.2908585
1,1.2686251981032597,20.28374,0.33974558,7.700247,2.4095402
2,1.609409893262535,20.324335,0.35049227,7.417647,2.39453
3,2.041737944669529,20.409077,0.3438737,6.8607173,2.1729221
4,2.5902002045313237,20.582869,0.32722747,5.84592,1.7618881
5,3.285993247600654,20.864326,0.3145262,4.510963,1.3067778
6,4.168693834703354,21.200432,0.31816983,3.3099957,0.9699786
7,5.288510041882381,21.561218,0.33811837,2.3741734,0.7393616
8,6.709137099554112,21.976446,0.3646443,1.6196513,0.5439596
9,8.511380382023763,22.41672,0.39366582,1.0797228,0.39148548
10,10.797751623277094,22.885569,0.4284397,0.70108855,0.27665484
11,13.698299792149703,23.365114,0.46968022,0.45076913,0.19499889
12,17.378008287493753,23.865084,0.5191663,0.28442433,0.13600312
13,22.04617920636185,24.395683,0.5795763,0.1744724,0.09313504
14,27.968338463090777,24.990332,0.667577,0.10089445,0.06203608
15,35.48133892335755,25.67844,0.79756576,0.05353329,0.039324764
16,45.012520620613365,26.490717,0.9636374,0.025334543,0.02248549
17,57.104017889452685,27.497974,1.3130122,0.010018681,0.012115882
18,72.44359600749898,29.213326,3.7501996,0.0020638118,0.007128533
19,91.90377133632595,,-3.0803926,-0.0016594864,0.004708206
20,116.59144011798311,,-1.2916032,-0.0035655212,0.0042415815
21,147.91083881682073,,-0.9462309,-0.004536829,0.0039538955
22,187.64341719560858,,-1.230413,-0.003543963,0.004016204
23,238.04916731255136,,-4.7219396,-0.00069852365,0.0030379263
24,301.9951720402016,,-16.613497,-0.0003200255,0.0048969006
