,R_ref,SB_mag,SB_mag_err,SB_fdens,SB_fdens_err
0,1.0,21.555225,0.34902263,2.3873146,0.76743025
1,1.2686251981032597,21.749447,0.36321574,1.9962777,0.6678229
2,1.609409893262535,21.909931,0.38283104,1.721978,0.60717016
3,2.041737944669529,22.05203,0.38966072,1.5107338,0.54218847
4,2.5902002045313237,22.202215,0.37263277,1.315569,0.4515131
5,3.285993247600654,22.392878,0.342015,1.1036944,0.34767196
6,4.168693834703354,22.660606,0.32756832,0.86249614,0.26021644
7,5.288510041882381,23.031029,0.34040618,0.6131813,0.19224808
8,6.709137099554112,23.451183,0.36637217,0.4164153,0.1405157
9,8.511380382023763,23.878458,0.39774296,0.28094205,0.102918856
10,10.797751623277094,24.337854,0.43740568,0.18401709,0.07413414
11,13.698299792149703,24.822268,0.4868447,0.11778576,0.0528152
12,17.378008287493753,25.332031,0.53645724,0.07365248,0.03639135
13,22.04617920636185,25.870655,0.5967598,0.04484752,0.024649814
14,27.968338463090777,26.487213,0.72714186,0.02541644,0.01702196
15,35.48133892335755,27.260077,1.0346051,0.012472957,0.011885563
16,45.012520620613365,28.388388,1.7916075,0.004412097,0.0072805407
17,57.104017889452685,31.945412,30.882486,0.00016666166,0.0047404943
18,72.44359600749898,,-2.4586987,-0.0015878713,0.0035958067
19,91.90377133632595,,-1.514177,-0.0020938297,0.0029200725
20,116.59144011798311,,-1.3586683,-0.0021932416,0.0027445783
21,147.91083881682073,,-1.1575118,-0.0020540776,0.0021898684
22,187.64341719560858,,-3.0755382,-0.0016638051,0.00471302
23,238.04916731255136,,-208.4623,-2.7994909e-05,0.005375047
24,301.9951720402016,,-7.083539,-0.0008398819,0.0054795416
