,R_ref,SB_mag,SB_mag_err,SB_fdens,SB_fdens_err
0,1.0,19.694855,0.34493476,13.245188,4.207952
1,1.2686251981032597,19.702322,0.3526854,13.154399,4.2730126
2,1.609409893262535,19.7256,0.34743118,12.875393,4.120074
3,2.041737944669529,19.80893,0.33256823,11.924172,3.6524534
4,2.5902002045313237,19.996859,0.3170577,10.028979,2.9286718
5,3.285993247600654,20.30523,0.31269976,7.5493345,2.1742623
6,4.168693834703354,20.66362,0.32084367,5.4268975,1.6036912
7,5.288510041882381,21.026033,0.3410343,3.8867512,1.2208449
8,6.709137099554112,21.440777,0.36755422,2.652705,0.8980201
9,8.511380382023763,21.882782,0.39824304,1.7655787,0.6476062
10,10.797751623277094,22.349806,0.43361086,1.1483585,0.45862034
11,13.698299792149703,22.823,0.47385576,0.74267757,0.3241322
12,17.378008287493753,23.324177,0.5227003,0.46808994,0.22535008
13,22.04617920636185,23.86704,0.5856672,0.28391197,0.15314762
14,27.968338463090777,24.46658,0.6767812,0.1634436,0.10188069
15,35.48133892335755,25.148582,0.8064081,0.08721009,0.06477349
16,45.012520620613365,25.961163,0.9841759,0.041260533,0.037401006
17,57.104017889452685,26.993092,1.418917,0.01595009,0.020844705
18,72.44359600749898,28.84701,4.851498,0.0028919866,0.012922539
19,91.90377133632595,,-2.7188118,-0.0035012118,0.008767448
20,116.59144011798311,,-1.3770757,-0.0067071123,0.008506855
21,147.91083881682073,,-0.945948,-0.008479897,0.0073881126
22,187.64341719560858,,-1.4820967,-0.006656068,0.009085942
23,238.04916731255136,,-3.6546948,-0.0027555916,0.009275592
24,301.9951720402016,,-3.3104217,-0.006933726,0.021141006
