,R_ref,SB_mag,SB_mag_err,SB_fdens,SB_fdens_err
0,1.0,19.6942,0.34518805,13.25317,4.2135797
1,1.2686251981032597,19.70145,0.35298517,13.164965,4.28008
2,1.609409893262535,19.724514,0.34792322,12.888253,4.1300297
3,2.041737944669529,19.807652,0.333386,11.938214,3.6657462
4,2.5902002045313237,19.99544,0.31822008,10.042092,2.943252
5,3.285993247600654,20.30378,0.3139677,7.559409,2.1859918
6,4.168693834703354,20.662283,0.321825,5.433588,1.6105795
7,5.288510041882381,21.024893,0.341754,3.8908374,1.2247075
8,6.709137099554112,21.439655,0.3681948,2.6554499,0.90051603
9,8.511380382023763,21.881346,0.39939967,1.7679166,0.650347
10,10.797751623277094,22.347801,0.43530643,1.150481,0.4612647
11,13.698299792149703,22.820675,0.4746715,0.7442698,0.3253863
12,17.378008287493753,23.32314,0.5224008,0.46853727,0.22543621
13,22.04617920636185,23.868626,0.58570206,0.28349808,0.15293348
14,27.968338463090777,24.469599,0.6767171,0.16298984,0.10158822
15,35.48133892335755,25.151548,0.8039849,0.08697219,0.064402685
16,45.012520620613365,25.965134,0.9798647,0.041109923,0.037101246
17,57.104017889452685,26.999275,1.4129605,0.015859531,0.020639353
18,72.44359600749898,28.866524,4.889012,0.0028404733,0.012790499
19,91.90377133632595,,-2.7000368,-0.00352533,0.008766881
20,116.59144011798311,,-1.3611771,-0.0066960803,0.008394812
21,147.91083881682073,,-0.9553896,-0.0083757285,0.007370192
22,187.64341719560858,,-1.5146005,-0.0066040466,0.009212636
23,238.04916731255136,,-4.098729,-0.0025105227,0.0094773965
24,301.9951720402016,,-3.6552927,-0.0063081854,0.021237446
