,R,aveg_sb,aveg_sb_err
0,1.0,2.3934788066666672,0.015234906603243089
1,1.268625198103259,2.001151286666667,0.013053289916763612
2,1.6094098932625351,1.725999003333334,0.011723918953416299
3,2.0417379446695283,1.51408392,0.010450497383321957
4,2.5902002045313237,1.31824992,0.00875738159749255
5,3.2859932476006537,1.10567907,0.006711546893824446
6,4.168693834703351,0.8638917259999999,0.004780247348259569
7,5.288510041882378,0.6141932506666666,0.0032243288691601985
8,6.709137099554112,0.4171367556666666,0.0021887134543839247
9,8.511380382023761,0.28141268433333333,0.0015511441963212583
10,10.7977516232771,0.18426185366666664,0.0010690649970363565
11,13.698299792149713,0.11788874576666666,0.0007281034108663734
12,17.378008287493746,0.0737073416,0.0004854729841215507
13,22.046179206361856,0.04487649863333333,0.0003472174300268943
14,27.968338463090767,0.025408639333333326,0.00026158385633028117
15,35.48133892335753,0.012450516183333335,0.0001949404029319968
16,45.012520620613344,0.004401935886666666,0.00014668082129252804
17,57.10401788945272,0.00017139549700000001,0.00010038074041997082
18,72.44359600749902,-0.00156915474,5.5726917026726264e-05
19,91.90377133632593,-0.00207882357,5.3271334200420456e-05
20,116.59144011798308,-0.00219508204,7.127890832486879e-05
21,147.91083881682064,-0.00203439891,8.620742198529383e-05
22,187.64341719560858,-0.0015461299233333332,0.00029135994996099625
23,238.04916731255156,0.00015493147336666666,0.0005619943735388292
24,301.9951720402015,-0.0016359839066666664,0.001131500368477173
