,R_ref,SB_mag,SB_mag_err,SB_fdens,SB_fdens_err
0,1.0,21.552256,0.3458348,2.3938541,0.7625039
1,1.2686251981032597,21.746893,0.35989878,2.0009797,0.6632828
2,1.609409893262535,21.907661,0.3794488,1.7255813,0.60306525
3,2.041737944669529,22.049864,0.38636553,1.5137498,0.5386766
4,2.5902002045313237,22.200027,0.36958027,1.3182241,0.44871822
5,3.285993247600654,22.390703,0.3393128,1.1059071,0.34561655
6,4.168693834703354,22.658659,0.3252778,0.8640452,0.25886098
7,5.288510041882381,23.029415,0.33810624,0.61409223,0.19123285
8,6.709137099554112,23.449976,0.36342955,0.41687834,0.1395421
9,8.511380382023763,23.877472,0.39403808,0.28119713,0.10205276
10,10.797751623277094,24.337175,0.43372652,0.1841321,0.07355652
11,13.698299792149703,24.821928,0.48369458,0.117822565,0.052489854
12,17.378008287493753,25.331757,0.53381175,0.073671125,0.036221053
13,22.04617920636185,25.870905,0.5964638,0.044837125,0.024631878
14,27.968338463090777,26.49077,0.72922975,0.025333298,0.017014993
15,35.48133892335755,27.270033,1.0428418,0.012359106,0.011870833
16,45.012520620613365,28.405823,1.8240125,0.004341807,0.007294139
17,57.104017889452685,32.09592,35.478653,0.00014508796,0.004741046
18,72.44359600749898,,-2.4704123,-0.0015751304,0.0035839474
19,91.90377133632595,,-1.5246975,-0.0020778012,0.0029178527
20,116.59144011798311,,-1.3901664,-0.0021694067,0.0027776877
21,147.91083881682073,,-1.1826096,-0.0020075627,0.0021866846
22,187.64341719560858,,-3.3752358,-0.0015532408,0.004828571
23,238.04916731255136,32.39986,57.318085,0.00010966195,0.0057892636
24,301.9951720402016,,-3.6594584,-0.0019036047,0.0064160726
