,R_ref,SB_mag,SB_mag_err,SB_fdens,SB_fdens_err
0,1.0,19.695848,0.3442788,13.233067,4.1961064
1,1.2686251981032597,19.703136,0.352283,13.144549,4.264941
2,1.609409893262535,19.726185,0.34745097,12.86844,4.118083
3,2.041737944669529,19.809235,0.33318868,11.920814,3.658237
4,2.5902002045313237,19.996828,0.3183512,10.029263,2.9407032
5,3.285993247600654,20.304813,0.314414,7.5522227,2.187018
6,4.168693834703354,20.662802,0.32244298,5.4309907,1.6129009
7,5.288510041882381,21.024958,0.3423637,3.8906,1.2268175
8,6.709137099554112,21.43917,0.36858785,2.6566336,0.9018792
9,8.511380382023763,21.880346,0.39943615,1.7695436,0.65100497
10,10.797751623277094,22.346878,0.43523213,1.1514597,0.46157834
11,13.698299792149703,22.820564,0.47418922,0.744345,0.32508853
12,17.378008287493753,23.323246,0.52143115,0.46849152,0.22499579
13,22.04617920636185,23.868141,0.5847421,0.28362438,0.15275085
14,27.968338463090777,24.469412,0.6749958,0.16301788,0.10134725
15,35.48133892335755,25.152624,0.80248886,0.08688608,0.0642192
16,45.012520620613365,25.965794,0.9788473,0.04108493,0.03704019
17,57.104017889452685,26.996176,1.4107256,0.015904851,0.020665592
18,72.44359600749898,28.84695,4.817743,0.0028921408,0.01283331
19,91.90377133632595,,-2.690404,-0.0035048318,0.008684811
20,116.59144011798311,,-1.3606999,-0.006714923,0.008415483
21,147.91083881682073,,-0.93474764,-0.008525892,0.007340234
22,187.64341719560858,,-1.4809126,-0.0067538447,0.009212048
23,238.04916731255136,,-4.259744,-0.00242438,0.009511738
24,301.9951720402016,,-3.623639,-0.0064395443,0.021491947
