,R_ref,SB_mag,SB_mag_err,SB_fdens,SB_fdens_err
0,1.0,19.692741,0.3451111,13.2709875,4.218304
1,1.2686251981032597,19.700144,0.3528705,13.180824,4.2838435
2,1.609409893262535,19.723442,0.34764388,12.901006,4.130797
3,2.041737944669529,19.8069,0.33279136,11.946475,3.66174
4,2.5902002045313237,19.995098,0.3171704,10.045257,2.934468
5,3.285993247600654,20.303871,0.31243813,7.5587835,2.175162
6,4.168693834703354,20.662596,0.31991947,5.432026,1.600583
7,5.288510041882381,21.025253,0.33946282,3.8895445,1.2160926
8,6.709137099554112,21.440065,0.36546096,2.6544435,0.89349097
9,8.511380382023763,21.882128,0.39585054,1.7666445,0.6441041
10,10.797751623277094,22.349468,0.43046188,1.1487168,0.45543185
11,13.698299792149703,22.823215,0.4684489,0.74252933,0.32036978
12,17.378008287493753,23.325296,0.515196,0.46760765,0.22188593
13,22.04617920636185,23.869572,0.57707,0.2832511,0.15054826
14,27.968338463090777,24.471056,0.6640176,0.1627711,0.09954802
15,35.48133892335755,25.155104,0.788895,0.08668796,0.0629874
16,45.012520620613365,25.968424,0.96561396,0.04098551,0.03645101
17,57.104017889452685,26.999887,1.4011238,0.015850574,0.020454891
18,72.44359600749898,28.872364,4.9080644,0.0028252346,0.012771457
19,91.90377133632595,,-2.6630876,-0.003557364,0.008725483
20,116.59144011798311,,-1.3816603,-0.006696691,0.008521915
21,147.91083881682073,,-0.96229625,-0.0083531,0.007403416
22,187.64341719560858,,-1.5206381,-0.0064985394,0.00910159
23,238.04916731255136,,-3.9802625,-0.002530767,0.009277684
24,301.9951720402016,,-3.6552927,-0.0063081854,0.021237446
