,R_ref,SB_mag,SB_mag_err,SB_fdens,SB_fdens_err
0,1.0,21.54954,0.34722662,2.3998516,0.7674907
1,1.2686251981032597,21.743671,0.36183187,2.0069256,0.668827
2,1.609409893262535,21.904022,0.38172746,1.7313764,0.60872424
3,2.041737944669529,22.046116,0.38868082,1.5189854,0.54377896
4,2.5902002045313237,22.196566,0.3717594,1.3224338,0.4528054
5,3.285993247600654,22.387695,0.34146032,1.1089752,0.3487689
6,4.168693834703354,22.655722,0.32756317,0.86638594,0.2613859
7,5.288510041882381,23.026163,0.3407491,0.61593497,0.19330598
8,6.709137099554112,23.4464,0.36668074,0.41825393,0.14125499
9,8.511380382023763,23.874004,0.3979178,0.28209674,0.10338728
10,10.797751623277094,24.333914,0.4380615,0.18468624,0.074515276
11,13.698299792149703,24.818693,0.4882475,0.118174255,0.05314209
12,17.378008287493753,25.328339,0.5379278,0.07390338,0.03661542
13,22.04617920636185,25.866768,0.59865236,0.04500836,0.024816675
14,27.968338463090777,26.483208,0.72895956,0.02551037,0.017127575
15,35.48133892335755,27.255749,1.0350659,0.012522767,0.011938342
16,45.012520620613365,28.383675,1.7912604,0.0044312854,0.007310787
17,57.104017889452685,31.944931,30.949764,0.00016673535,0.0047529223
18,72.44359600749898,,-2.4800398,-0.001587491,0.003626149
19,91.90377133632595,,-1.5318247,-0.002083729,0.0029398554
20,116.59144011798311,,-1.3784626,-0.0021829696,0.0027715222
21,147.91083881682073,,-1.1816889,-0.0020248904,0.0022038415
22,187.64341719560858,,-3.40857,-0.0015385521,0.0048301443
23,238.04916731255136,32.02768,40.365936,0.00015450017,0.0057440693
24,301.9951720402016,,-4.237493,-0.0016379016,0.006392526
