,R_ref,SB_mag,SB_mag_err,SB_fdens,SB_fdens_err
0,1.0,19.695162,0.345839,13.241436,4.2177877
1,1.2686251981032597,19.702555,0.35354534,13.151578,4.2825127
2,1.609409893262535,19.725847,0.34833217,12.872448,4.129813
3,2.041737944669529,19.80929,0.33361253,11.920206,3.6627035
4,2.5902002045313237,19.997389,0.31830832,10.024082,2.9387884
5,3.285993247600654,20.30581,0.3140317,7.5452847,2.182352
6,4.168693834703354,20.663868,0.32190013,5.4256635,1.608606
7,5.288510041882381,21.026041,0.3417801,3.8867228,1.2235057
8,6.709137099554112,21.440266,0.36802128,2.6539536,0.8995844
9,8.511380382023763,21.881609,0.39887783,1.7674875,0.6493397
10,10.797751623277094,22.348143,0.43409103,1.1501186,0.45983195
11,13.698299792149703,22.82137,0.4728717,0.74379283,0.32394478
12,17.378008287493753,23.323347,0.5200549,0.46844795,0.22438106
13,22.04617920636185,23.867985,0.5821271,0.2836653,0.15208967
14,27.968338463090777,24.469183,0.6721464,0.16305237,0.10094077
15,35.48133892335755,25.152233,0.79879487,0.086917326,0.06394658
16,45.012520620613365,25.965038,0.97142816,0.041113548,0.036785048
17,57.104017889452685,26.999548,1.4014133,0.015855541,0.020465532
18,72.44359600749898,28.868242,4.8855877,0.00283598,0.012761322
19,91.90377133632595,,-2.654941,-0.0035644355,0.008716082
20,116.59144011798311,,-1.3640732,-0.006715476,0.008437041
21,147.91083881682073,,-0.9384416,-0.00845476,0.007307759
22,187.64341719560858,,-1.4964696,-0.006667373,0.009189636
23,238.04916731255136,,-4.226139,-0.002412463,0.009390314
24,301.9951720402016,,-3.6552927,-0.0063081854,0.021237446
