#Table1
ra,dec,u,g,r,i,z,type,psffwhm_u,psffwhm_g,psffwhm_r,psffwhm_i,psffwhm_z,flags,Column1
137.916706916111,21.5343803183831,25.36201,24.58836,-9999,21.74639,21.42358,6,1.082134,1.10569,0,0.8350184,0.8969789,281543964623108,TOO_FEW_GOOD_DETECTIONS STATIONARY BINNED1 NOPETRO EDGE 
138.355067601257,21.7559959994353,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,316739074527566,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE STATIONARY NODEBLEND_MOVING MOVED BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO NODEBLEND BLENDED EDGE BRIGHT 
138.355422579832,21.7558839881681,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,316670355575044,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE NODEBLEND_MOVING MOVED BINNED1 NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO EDGE 
138.433352095667,21.6926449868263,16.13171,14.78606,-9999,14.41603,14.09998,6,1.102797,1.216516,0,0.8218439,0.9691672,202381275304208,PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER STATIONARY MOVED BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO CHILD 
138.357944173209,21.0104734004833,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,910407238549772,CENTER_OFF_AIMAGE TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX NODEBLEND_MOVING MOVED BINNED2 BINNED1 DEBLEND_PRUNED NOTCHECKED SATURATED INTERP NOPETRO BLENDED EDGE 
138.492092153433,21.1302182103894,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,132010385215836,DEBLEND_NOPEAK DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER STATIONARY BINNED1 SUBTRACTED NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO NODEBLEND CHILD BLENDED EDGE 
138.342921720069,21.0483806457509,25.40224,24.64409,-9999,22.8481,22.90285,6,1.375885,1.202668,0,0.9954876,1.021528,844521835331844,CENTER_OFF_AIMAGE TOO_FEW_GOOD_DETECTIONS STATIONARY TOO_FEW_DETECTIONS NODEBLEND_MOVING MOVED BINNED1 NOPETRO EDGE 
138.475196961304,21.1422815148868,-9999,25.47756,-9999,-9999,20.80153,6,0,1.188324,0,0,1.025481,439804919677188,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER BINNED1 INTERP NOPETRO EDGE 
137.907404119431,21.2237543052011,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,316728337109270,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE STATIONARY BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO CHILD EDGE BRIGHT 
137.748652584191,21.230591080332,24.16157,25.56069,-9999,22.01412,23.76148,6,1.227486,1.171566,0,0.9442973,0.9502131,72339138002551044,MAYBE_CR TOO_FEW_GOOD_DETECTIONS STATIONARY BINNED1 NOPETRO EDGE 
137.869420115747,21.3536891732708,25.4352,24.09707,-9999,21.52273,20.66833,6,1.263227,1.214976,0,0.9781705,1.006176,281543964623108,TOO_FEW_GOOD_DETECTIONS STATIONARY BINNED1 NOPETRO EDGE 
138.101722443653,21.2934443903541,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,307874262028622,TOO_FEW_GOOD_DETECTIONS INTERP_CENTER SATUR_CENTER NODEBLEND_MOVING MOVED BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO NODEBLEND BLENDED EDGE BRIGHT 
138.101723232699,21.2934399140622,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,347457285132556,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX NODEBLEND_MOVING MOVED BINNED2 BINNED1 DEBLEND_PRUNED NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO BLENDED EDGE 
138.297192380693,21.5685182490259,25.76327,25.15573,-9999,24.42534,20.86755,6,1.233398,1.169125,0,0.8782557,1.003312,281543964623108,TOO_FEW_GOOD_DETECTIONS STATIONARY BINNED1 NOPETRO EDGE 
138.32443015345,21.5030200688481,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,316728337633556,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE STATIONARY BINNED1 NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO CHILD EDGE 
137.871718738583,21.7562835893938,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,66084783128844,DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX STATIONARY BAD_MOVING_FIT NODEBLEND_MOVING MOVED BINNED1 SATURATED INTERP NOPETRO BLENDED EDGE 
137.871718738583,21.7562835893938,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,316730484588820,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE STATIONARY MOVED BINNED1 SATURATED INTERP NOPETRO CHILD EDGE 
137.871649488355,21.7562622896328,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,26457267372366,INTERP_CENTER SATUR_CENTER STATIONARY BINNED1 SATURATED INTERP NOPETRO NODEBLEND BLENDED EDGE BRIGHT 
138.207258774329,21.8135357904259,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,307863524606286,TOO_FEW_GOOD_DETECTIONS INTERP_CENTER SATUR_CENTER BINNED1 SATURATED INTERP NOPETRO NODEBLEND BLENDED EDGE BRIGHT 
138.348100093925,21.0076293851627,-9999,-9999,9.565772,9.290832,9.844773,3,0,0,1.387565,1.349784,1.275765,448680536970062,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER STATIONARY NODEBLEND_MOVING MOVED BINNED1 DEBLEND_PRUNED SATURATED INTERP COSMIC_RAY MANYPETRO NOPETRO NODEBLEND BLENDED EDGE BRIGHT 
138.348127781917,21.0076847853472,14.80779,10.47805,9.574522,9.350726,9.531486,6,1.349161,1.211217,1.128296,0.9850456,1.002432,453216022434314,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED1 DEBLEND_PRUNED SATURATED INTERP COSMIC_RAY MANYPETRO BLENDED BRIGHT 
138.348127821792,21.0076847638299,14.81912,10.52792,9.574525,9.350796,9.531471,6,1.349161,1.211217,1.128296,0.9850456,1.002432,483856285569554,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER STATIONARY MOVED BINNED1 DEBLENDED_AS_PSF SATURATED INTERP COSMIC_RAY MANYPETRO CHILD BRIGHT 
138.348094655608,21.0076240512978,-9999,-9999,9.574998,9.298923,9.888119,3,0,0,1.363981,1.318231,1.258272,1609766428087052,DEBLEND_DEGENERATE TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER STATIONARY NODEBLEND_MOVING MOVED BINNED4 BINNED2 BINNED1 DEBLEND_PRUNED SUBTRACTED NOTCHECKED SATURATED INTERP COSMIC_RAY MANYPETRO NOPETRO BLENDED EDGE 
138.348152586563,21.0076537577738,-9999,-9999,9.595917,13.8217,9.891231,3,0,0,1.363981,1.318231,1.258272,483787534106972,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER MOVED BINNED1 SUBTRACTED NOTCHECKED SATURATED INTERP NOPETRO NODEBLEND CHILD BLENDED EDGE 
138.348124893971,21.0076803574005,14.55917,10.4863,9.60086,9.406165,9.514989,6,1.349575,1.21354,1.128614,0.9863544,1.003392,1574718420685320,DEBLEND_DEGENERATE TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED2 BINNED1 DEBLEND_PRUNED SUBTRACTED SATURATED INTERP COSMIC_RAY MANYPETRO BLENDED 
138.348108681381,21.0076890137303,14.59916,10.49618,9.606231,9.409446,9.523656,6,1.349575,1.21354,1.128614,0.9863544,1.003392,483856286617616,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER STATIONARY MOVED BINNED1 DEBLENDED_AS_PSF SUBTRACTED SATURATED INTERP COSMIC_RAY CHILD 
138.489391933543,21.1292716838039,14.47929,10.29424,9.634931,9.530472,9.924719,3,1.361418,1.189806,1.072159,0.9135365,1.022038,2172853820461068,DEBLEND_DEGENERATE CENTER_OFF_AIMAGE TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED4 BINNED2 BINNED1 DEBLEND_PRUNED SUBTRACTED NOTCHECKED SATURATED INTERP COSMIC_RAY BLENDED EDGE 
138.489392025412,21.1292717160048,14.57588,10.30008,9.639204,9.535378,9.920184,3,1.361418,1.189806,1.072159,0.9135365,1.022038,483787534110740,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER MOVED BINNED1 SUBTRACTED NOTCHECKED SATURATED INTERP COSMIC_RAY CHILD EDGE 
138.489397856872,21.1292766756429,14.13692,10.32028,9.663388,9.565575,9.988559,3,1.360568,1.189134,1.071404,0.9127129,1.021161,448817975922762,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED1 DEBLEND_PRUNED SATURATED INTERP COSMIC_RAY NODEBLEND BLENDED BRIGHT 
138.48938623304,21.1292967736468,14.03714,10.37858,9.805825,9.671329,9.916654,3,1.378759,1.191743,1.075086,0.9218802,1.027025,488400394522638,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED1 DEBLEND_PRUNED SATURATED INTERP COSMIC_RAY BLENDED EDGE BRIGHT 
138.489386117557,21.1292967172718,14.06323,10.39393,9.805932,9.671453,9.923812,3,1.378759,1.191743,1.075086,0.9218802,1.027025,483787532537878,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER MOVED BINNED1 SATURATED INTERP COSMIC_RAY CHILD EDGE BRIGHT 
138.48938195588,21.1292939945591,14.10895,10.38404,9.807682,9.673835,9.929574,3,1.379695,1.191611,1.075416,0.9231188,1.027896,1609902793297932,DEBLEND_DEGENERATE TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED2 BINNED1 DEBLEND_PRUNED SUBTRACTED NOTCHECKED SATURATED INTERP COSMIC_RAY BLENDED EDGE 
138.489381994259,21.1292940199221,14.22252,10.38539,9.808294,9.676081,9.933084,3,1.379695,1.191611,1.075416,0.9231188,1.027896,483787534110740,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER MOVED BINNED1 SUBTRACTED NOTCHECKED SATURATED INTERP COSMIC_RAY CHILD EDGE 
138.442671420272,21.0411062516497,16.95402,16.32483,9.862293,15.01597,10.98527,6,1.268745,1.155744,1.354646,1.432241,1.24139,347595798876940,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX PEAKS_TOO_CLOSE NODEBLEND_MOVING MOVED BINNED4 BINNED2 BINNED1 DEBLEND_PRUNED SUBTRACTED NOTCHECKED SATURATED INTERP COSMIC_RAY MANYPETRO NOPETRO BLENDED EDGE 
138.405018641701,21.2831748319552,7.840463,9.929864,9.925289,9.582345,7.778074,3,1.069861,1.134077,0.9446232,0.8486076,0.8767607,483785385054226,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER BINNED1 SATURATED INTERP COSMIC_RAY CHILD BRIGHT 
137.950685607464,21.1125840450271,12.12534,10.53211,10.09881,9.97938,10.53273,3,1.138245,1.075781,0.9389324,0.8462074,0.8185177,483787532533778,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER MOVED BINNED1 SATURATED INTERP CHILD BRIGHT 
137.950684914755,21.1125751733693,12.12007,10.55507,10.12419,10.02425,10.52414,3,1.138302,1.078139,0.9383618,0.8477763,0.8185424,483785386102800,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER BINNED1 SUBTRACTED SATURATED INTERP COSMIC_RAY CHILD 
138.405026700608,21.2831668175665,7.83918,10.15329,10.26372,10.03752,7.738145,3,1.069852,1.148885,0.9480392,0.8329096,0.8768425,483785386627092,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER BINNED1 SUBTRACTED NOTCHECKED SATURATED INTERP COSMIC_RAY CHILD EDGE 
138.442456150788,21.0409444867674,14.29437,11.19094,10.59313,10.49424,10.65221,6,1.403176,1.188112,1.099913,0.963901,1.017303,483856286617616,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER STATIONARY MOVED BINNED1 DEBLENDED_AS_PSF SUBTRACTED SATURATED INTERP COSMIC_RAY CHILD 
138.441990000629,21.0378924024023,16.95415,16.32483,10.61063,15.01597,15.14633,3,1.268745,1.155744,1.354646,1.432241,1.24139,72400858897584718,MAYBE_CR TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED1 DEBLEND_PRUNED SATURATED INTERP COSMIC_RAY MANYPETRO NODEBLEND BLENDED EDGE BRIGHT 
138.292673011664,21.6719049507805,12.8301,11.16244,10.75973,10.6542,10.95762,3,1.077519,1.159381,0.8995983,0.835355,0.9655522,483785386102800,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER BINNED1 SUBTRACTED SATURATED INTERP COSMIC_RAY CHILD 
138.286860322515,21.1569828906401,15.76656,11.65868,10.76069,10.41982,10.57873,6,1.076779,1.103793,0.8978838,0.8974741,0.8592351,453080194093832,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX STATIONARY NODEBLEND_MOVING MOVED BINNED4 BINNED2 BINNED1 DEBLEND_PRUNED SATURATED INTERP COSMIC_RAY MANYPETRO NOPETRO BLENDED 
138.286860383642,21.1569828462443,15.7745,11.6593,10.76184,10.42015,10.58038,6,1.076779,1.103793,0.8978838,0.8974741,0.8592351,483856252014608,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER STATIONARY MOVED BINNED1 SATURATED INTERP COSMIC_RAY CHILD 
138.292675406623,21.6719140797669,12.85596,11.15364,10.76789,10.65199,10.98314,3,1.077504,1.16505,0.8993854,0.8351848,0.9660831,448817975923274,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED1 DEBLEND_PRUNED SATURATED INTERP COSMIC_RAY MANYPETRO NODEBLEND BLENDED BRIGHT 
138.427218096872,21.2487921434289,16.28569,11.79456,10.77959,10.42353,10.60563,6,1.092093,1.137224,0.9470878,0.8506975,0.8805498,483856253063184,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER STATIONARY MOVED BINNED1 SUBTRACTED SATURATED INTERP COSMIC_RAY CHILD 
138.427218990013,21.2488022233227,15.96554,11.74608,10.78491,10.41081,10.74851,6,1.092093,1.137339,0.9467742,0.8504917,0.8803975,448680536965706,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER STATIONARY NODEBLEND_MOVING MOVED BINNED1 DEBLEND_PRUNED SATURATED INTERP MANYPETRO NODEBLEND BLENDED BRIGHT 
138.2842679694,21.667843078084,12.61553,15.00139,10.79026,10.66406,14.05756,6,1.077519,1.159381,0.8995983,0.835355,0.9655522,448819587584520,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED4 BINNED2 BINNED1 DEBLEND_PRUNED SUBTRACTED SATURATED INTERP COSMIC_RAY MANYPETRO BLENDED 
138.427218096886,21.2487921434183,15.50894,11.83025,10.83663,10.49101,10.66376,6,1.092093,1.137224,0.9470878,0.8506975,0.8805498,448818513842696,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED2 BINNED1 DEBLEND_PRUNED SUBTRACTED SATURATED INTERP COSMIC_RAY MANYPETRO BLENDED 
138.278116940904,21.0498510269584,14.7983,11.77315,11.12711,11.00031,11.28456,6,1.345556,1.209641,1.120384,0.9783471,1.013348,453078583476234,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX STATIONARY NODEBLEND_MOVING MOVED BINNED1 DEBLEND_PRUNED SATURATED INTERP BLENDED BRIGHT 
138.278117014008,21.0498509815102,14.8119,11.80467,11.12716,11.00036,11.28482,6,1.345556,1.209641,1.120384,0.9783471,1.013348,483856285564946,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER STATIONARY MOVED BINNED1 DEBLENDED_AS_PSF SATURATED INTERP CHILD BRIGHT 
138.27810957945,21.0498475463528,14.64473,11.78349,11.13501,11.02015,11.27295,6,1.346019,1.212919,1.120617,0.9797094,1.014336,448818513838088,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED2 BINNED1 DEBLEND_PRUNED SUBTRACTED SATURATED INTERP BLENDED 
138.278109615131,21.0498475357213,14.43994,11.8025,11.1523,11.03618,11.27962,6,1.346019,1.212919,1.120617,0.9797094,1.014336,483856286617616,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER STATIONARY MOVED BINNED1 DEBLENDED_AS_PSF SUBTRACTED SATURATED INTERP COSMIC_RAY CHILD 
137.868394312438,21.4728681393651,15.24152,11.75042,11.30171,11.17171,11.33368,6,1.097944,1.092371,0.9032438,0.8644568,0.8718935,453216022430218,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED1 DEBLEND_PRUNED SATURATED INTERP MANYPETRO BLENDED BRIGHT 
137.868394371158,21.4728680923112,15.24152,11.75104,11.30171,11.17171,11.33368,6,1.097944,1.092371,0.9032438,0.8644568,0.8718935,483856285569554,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER STATIONARY MOVED BINNED1 DEBLENDED_AS_PSF SATURATED INTERP COSMIC_RAY MANYPETRO CHILD BRIGHT 
137.868398088948,21.4728569410128,15.32931,11.76228,11.30357,11.16942,11.36518,6,1.097959,1.091529,0.9035236,0.8647112,0.8712738,448818513842696,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED2 BINNED1 DEBLEND_PRUNED SUBTRACTED SATURATED INTERP COSMIC_RAY MANYPETRO BLENDED 
137.868398088965,21.4728569409992,15.33051,11.76285,11.30399,11.16945,11.36543,6,1.097959,1.091529,0.9035236,0.8647112,0.8712738,483856253063184,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER STATIONARY MOVED BINNED1 SUBTRACTED SATURATED INTERP COSMIC_RAY CHILD 
138.202456243898,21.1707357386482,13.64286,11.71615,11.30583,11.18561,11.50091,3,1.079924,1.099268,0.8985883,0.8676788,0.8487414,448680536965194,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER STATIONARY NODEBLEND_MOVING MOVED BINNED1 DEBLEND_PRUNED SATURATED INTERP NODEBLEND BLENDED BRIGHT 
138.202454970214,21.170719967828,13.63385,11.72778,11.3271,11.22637,11.4976,3,1.080057,1.099159,0.8989997,0.8680249,0.848762,448682148630536,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER STATIONARY NODEBLEND_MOVING MOVED BINNED4 BINNED2 BINNED1 DEBLEND_PRUNED SUBTRACTED SATURATED INTERP COSMIC_RAY BLENDED 
138.202454970414,21.1707199676742,13.63452,11.72792,11.32712,11.22656,11.49731,3,1.080057,1.099159,0.8989997,0.8680249,0.848762,483787533586448,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER MOVED BINNED1 SUBTRACTED SATURATED INTERP COSMIC_RAY CHILD 
138.401693542122,21.2828681694152,19.79877,11.56059,11.3278,12.26006,18.68305,3,1.069861,1.134077,0.9446232,0.8486076,0.8767607,1680122755551578,DEBLEND_DEGENERATE TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLEND_NOPEAK DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER STATIONARY BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO NODEBLEND CHILD BLENDED BRIGHT 
138.322667826144,21.50850616894,15.85505,12.17605,11.3288,11.01453,11.092,6,1.211155,1.178722,1.026007,0.8767005,1.001418,448669732442190,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER STATIONARY BINNED1 SATURATED INTERP COSMIC_RAY NODEBLEND BLENDED EDGE BRIGHT 
138.322659628835,21.5085007535349,15.72461,12.21641,11.35337,11.04402,11.14466,6,1.211401,1.17887,1.026947,0.8771203,1.002938,483865446453260,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER STATIONARY NODEBLEND_MOVING MOVED BINNED2 BINNED1 DEBLEND_PRUNED NOTCHECKED SATURATED INTERP COSMIC_RAY BLENDED EDGE 
138.322658680661,21.5085045240402,15.81002,12.24862,11.35611,11.02629,11.21539,6,1.23416,1.174551,1.035256,0.89893,1.015648,448669732442186,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER STATIONARY BINNED1 SATURATED INTERP COSMIC_RAY NODEBLEND BLENDED BRIGHT 
