#Table1
ra,dec,u,g,r,i,z,type,psffwhm_u,psffwhm_g,psffwhm_r,psffwhm_i,psffwhm_z,flags,Column1
200.331031280429,64.8508276187413,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,307932244087118,TOO_FEW_GOOD_DETECTIONS INTERP_CENTER SATUR_CENTER STATIONARY BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO NODEBLEND BLENDED EDGE BRIGHT 
200.330956135145,64.8507930431848,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,343264793071884,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED1 NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO BLENDED EDGE 
200.33103469339,64.8508275534342,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,307932244087118,TOO_FEW_GOOD_DETECTIONS INTERP_CENTER SATUR_CENTER STATIONARY BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO NODEBLEND BLENDED EDGE BRIGHT 
200.331022000025,64.8508239688675,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,307932244611332,TOO_FEW_GOOD_DETECTIONS INTERP_CENTER SATUR_CENTER STATIONARY BINNED1 NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO EDGE 
200.274578550455,64.4254258914138,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,307932244087118,TOO_FEW_GOOD_DETECTIONS INTERP_CENTER SATUR_CENTER STATIONARY BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO NODEBLEND BLENDED EDGE BRIGHT 
200.259999539219,64.7567152337281,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,343264792547662,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO NODEBLEND BLENDED EDGE BRIGHT 
200.259587757841,64.7567401829986,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,349794821083404,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX BAD_MOVING_FIT_CHILD PEAKS_TOO_CLOSE NODEBLEND_MOVING MOVED BINNED4 BINNED2 BINNED1 DEBLEND_PRUNED NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO BLENDED EDGE 
200.371544528922,64.374944262073,23.52534,24.78708,-9999,21.42743,21.3303,6,1.71055,1.519762,0,1.411754,1.178527,281543964623108,TOO_FEW_GOOD_DETECTIONS STATIONARY BINNED1 NOPETRO EDGE 
200.345524778929,64.6224167586759,-9999,-9999,-9999,22.7536,20.6475,6,0,0,0,1.384245,1.300926,281543964623108,TOO_FEW_GOOD_DETECTIONS STATIONARY BINNED1 NOPETRO EDGE 
200.053852767896,64.4488805279011,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,307863524606212,TOO_FEW_GOOD_DETECTIONS INTERP_CENTER SATUR_CENTER BINNED1 SATURATED INTERP NOPETRO EDGE 
200.274550923039,64.4254699454517,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,307869967057230,TOO_FEW_GOOD_DETECTIONS INTERP_CENTER SATUR_CENTER DEBLENDED_AS_MOVING MOVED BINNED1 SATURATED INTERP NOPETRO NODEBLEND BLENDED EDGE BRIGHT 
200.274377876836,64.4254452342611,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,349863540556044,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX BAD_MOVING_FIT_CHILD PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED4 BINNED2 BINNED1 DEBLEND_PRUNED NOTCHECKED SATURATED INTERP NOPETRO BLENDED EDGE 
200.082141111564,64.8172342778126,25.15846,23.22991,-9999,-9999,23.42875,6,1.435848,1.383358,0,0,1.243917,281543964623108,TOO_FEW_GOOD_DETECTIONS STATIONARY BINNED1 NOPETRO EDGE 
200.331063730681,64.8508500761913,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,343127420703054,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER STATIONARY NODEBLEND_MOVING MOVED BINNED1 DEBLEND_PRUNED SATURATED INTERP COSMIC_RAY NOPETRO NODEBLEND BLENDED EDGE BRIGHT 
200.330790400728,64.8508479801057,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,347526004609292,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX STATIONARY NODEBLEND_MOVING MOVED BINNED2 BINNED1 DEBLEND_PRUNED NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO BLENDED EDGE 
200.044342410784,64.4496742671452,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,307863524606212,TOO_FEW_GOOD_DETECTIONS INTERP_CENTER SATUR_CENTER BINNED1 SATURATED INTERP NOPETRO EDGE 
200.274555756775,64.4254268107014,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,307932244087118,TOO_FEW_GOOD_DETECTIONS INTERP_CENTER SATUR_CENTER STATIONARY BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO NODEBLEND BLENDED EDGE BRIGHT 
200.274396452163,64.4255674253995,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,343129031840012,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER STATIONARY NODEBLEND_MOVING MOVED BINNED4 BINNED2 BINNED1 DEBLEND_PRUNED NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO BLENDED EDGE 
200.239232876551,64.2012055441421,24.89902,24.80861,-9999,22.21773,22.22983,6,1.415131,1.300694,0,1.173762,1.146722,281543964623108,TOO_FEW_GOOD_DETECTIONS STATIONARY BINNED1 NOPETRO EDGE 
200.331036958852,64.850828891616,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,347525400105230,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX STATIONARY NODEBLEND_MOVING MOVED BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO BLENDED EDGE BRIGHT 
200.331036958852,64.850828891616,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,343118763659542,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER STATIONARY MOVED BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO CHILD EDGE BRIGHT 
200.332517547351,64.8506451778534,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,316659617632534,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO CHILD EDGE BRIGHT 
200.330675547266,64.8508799969292,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,343127354118404,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER STATIONARY NODEBLEND_MOVING MOVED BINNED1 NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO EDGE 
200.330192124825,64.8508878702746,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,343047896699158,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO CHILD EDGE BRIGHT 
200.010823862893,64.4528846605249,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,343047897223476,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER BINNED1 NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO PEAKCENTER CHILD EDGE 
200.007687825808,64.4532110430242,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,343047897223476,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER BINNED1 NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO PEAKCENTER CHILD EDGE 
200.274577192608,64.4254365397705,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,307932244087118,TOO_FEW_GOOD_DETECTIONS INTERP_CENTER SATUR_CENTER STATIONARY BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO NODEBLEND BLENDED EDGE BRIGHT 
200.27446561939,64.4251677075058,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,347526004609292,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX STATIONARY NODEBLEND_MOVING MOVED BINNED2 BINNED1 DEBLEND_PRUNED NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO BLENDED EDGE 
200.016118174546,64.4521239542903,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,310142004756740,TOO_FEW_GOOD_DETECTIONS INTERP_CENTER SATUR_CENTER BAD_MOVING_FIT_CHILD STATIONARY NODEBLEND_MOVING MOVED BINNED1 SATURATED INTERP NOPETRO EDGE 
200.027211151719,64.4512323008901,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,307863524610308,TOO_FEW_GOOD_DETECTIONS INTERP_CENTER SATUR_CENTER BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO EDGE 
200.125072267186,64.3657889726392,-9999,25.52907,-9999,-9999,20.69307,6,0,1.200173,0,0,1.100681,439804919681284,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER BINNED1 INTERP COSMIC_RAY NOPETRO EDGE 
200.003267452391,64.786834113429,-9999,23.19683,-9999,-9999,-9999,6,0,1.296871,0,0,0,281543964623108,TOO_FEW_GOOD_DETECTIONS STATIONARY BINNED1 NOPETRO EDGE 
200.277268168226,64.6343884339377,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,347525400105230,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX STATIONARY NODEBLEND_MOVING MOVED BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO BLENDED EDGE BRIGHT 
200.277134623361,64.6344039937372,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,343118763659542,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER STATIONARY MOVED BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO CHILD EDGE BRIGHT 
200.277569296381,64.6343270040881,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,413416640876822,TOO_FEW_GOOD_DETECTIONS DEBLEND_NOPEAK DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO CHILD EDGE BRIGHT 
200.277316601632,64.6345550918849,-9999,-9999,-9999,-9999,-9999,6,0,0,0,0,0,598177074778444,CENTER_OFF_AIMAGE DEBLENDED_AT_EDGE BAD_MOVING_FIT DEBLENDED_AS_MOVING MOVED BINNED4 BINNED2 BINNED1 DEBLEND_PRUNED NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO NODEBLEND BLENDED EDGE 
200.384735442368,64.1310100917714,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,316876513476942,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED1 SATURATED INTERP NOPETRO NODEBLEND BLENDED EDGE BRIGHT 
200.384764681651,64.1310164781668,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,321206445019404,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE DEBLEND_UNASSIGNED_FLUX PEAKS_TOO_CLOSE NODEBLEND_MOVING MOVED BINNED2 BINNED1 DEBLEND_PRUNED NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO BLENDED EDGE 
200.547437395479,64.6122608566183,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,66084783657228,DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX STATIONARY BAD_MOVING_FIT NODEBLEND_MOVING MOVED BINNED1 NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO BLENDED EDGE 
200.548214942283,64.6124279706477,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,26457267376462,INTERP_CENTER SATUR_CENTER STATIONARY BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO NODEBLEND BLENDED EDGE BRIGHT 
200.548221536565,64.6124339319374,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,26457267376462,INTERP_CENTER SATUR_CENTER STATIONARY BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO NODEBLEND BLENDED EDGE BRIGHT 
200.548124877727,64.6124223245222,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,343127354118404,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER STATIONARY NODEBLEND_MOVING MOVED BINNED1 NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO EDGE 
200.740420640162,64.8970531721238,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,299164135461196,TOO_FEW_GOOD_DETECTIONS INTERP_CENTER STATIONARY TOO_FEW_DETECTIONS NODEBLEND_MOVING MOVED BINNED1 DEBLEND_PRUNED SATURATED INTERP COSMIC_RAY NOPETRO NODEBLEND BLENDED EDGE 
200.601455591562,64.6934944007079,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,35298457555278,DEBLENDED_AT_EDGE STATIONARY BAD_MOVING_FIT NODEBLEND_MOVING MOVED BINNED1 SATURATED INTERP COSMIC_RAY NOPETRO NODEBLEND BLENDED EDGE BRIGHT 
200.597561360224,64.6914023639907,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,349862399709452,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX BAD_MOVING_FIT_CHILD PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED2 BINNED1 NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO BLENDED EDGE 
200.795464454216,64.8143510701499,22.84732,23.88871,-9999,22.21227,21.96858,6,1.52719,1.617297,0,1.256809,1.271313,281543964623108,TOO_FEW_GOOD_DETECTIONS STATIONARY BINNED1 NOPETRO EDGE 
200.616062907326,64.8212748579301,22.11258,-9999,-9999,-9999,-9999,6,1.776661,0,0,0,0,439804919681284,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER BINNED1 INTERP COSMIC_RAY NOPETRO EDGE 
200.634830963597,64.7852990983131,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,349862466818316,TOO_FEW_GOOD_DETECTIONS DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX BAD_MOVING_FIT_CHILD PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED2 BINNED1 DEBLEND_PRUNED NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO BLENDED EDGE 
200.468283895594,64.3427300154987,-9999,23.45625,-9999,-9999,22.8303,6,0,1.252252,0,0,1.057727,281543964623108,TOO_FEW_GOOD_DETECTIONS STATIONARY BINNED1 NOPETRO EDGE 
200.726024140327,64.1712345274941,25.93114,26.53855,-9999,25.02688,20.3001,6,1.371893,1.291867,0,1.098245,1.097065,439804919681284,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER BINNED1 INTERP COSMIC_RAY NOPETRO EDGE 
200.644660123187,64.7784780817845,11.32571,10.24673,9.902787,9.882561,10.86147,3,1.351404,1.287609,1.302395,1.222533,1.142105,1579117540938504,DEBLEND_DEGENERATE TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED4 BINNED2 BINNED1 DEBLEND_PRUNED SUBTRACTED SATURATED INTERP COSMIC_RAY MANYPETRO NOPETRO BLENDED 
200.644798902453,64.7784431089651,11.43098,10.27788,9.904308,9.891977,10.80335,3,1.737005,1.742394,1.616767,1.390493,1.419059,453079121400584,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX STATIONARY NODEBLEND_MOVING MOVED BINNED2 BINNED1 DEBLEND_PRUNED SUBTRACTED SATURATED INTERP COSMIC_RAY MANYPETRO NOPETRO BLENDED 
200.644698020882,64.7784689733524,11.32083,10.24842,9.905105,9.895637,10.86353,3,1.469536,1.441895,1.1415,1.169787,1.172926,1574718420685576,DEBLEND_DEGENERATE TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED2 BINNED1 DEBLEND_PRUNED SUBTRACTED SATURATED INTERP COSMIC_RAY MANYPETRO NOPETRO BLENDED 
200.64479907189,64.7784431087175,11.43172,10.27492,9.907774,9.891212,10.80037,3,1.737005,1.742394,1.616767,1.390493,1.419059,483787533586448,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER MOVED BINNED1 SUBTRACTED SATURATED INTERP COSMIC_RAY CHILD 
200.644781179649,64.7784470412251,11.31468,10.31323,9.910416,9.871331,10.87508,3,1.468102,1.440849,1.137663,1.167442,1.171496,483787532537874,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER MOVED BINNED1 SATURATED INTERP COSMIC_RAY CHILD BRIGHT 
200.644733328608,64.7784642967302,11.45798,10.27596,9.913241,9.902609,10.86984,3,1.800246,1.637212,1.604658,1.444382,1.260459,488402006184716,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED4 BINNED2 BINNED1 DEBLEND_PRUNED SUBTRACTED SATURATED INTERP COSMIC_RAY MANYPETRO NOPETRO BLENDED EDGE 
200.644734031808,64.7784642801782,11.4465,10.26116,9.915593,9.900811,10.84733,3,1.800246,1.637212,1.604658,1.444382,1.260459,483787533586452,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER MOVED BINNED1 SUBTRACTED SATURATED INTERP COSMIC_RAY CHILD EDGE 
200.644739562876,64.7784580531595,11.30611,10.23569,9.918223,9.893464,10.80622,3,1.351404,1.287609,1.302395,1.222533,1.142105,483787533586448,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER MOVED BINNED1 SUBTRACTED SATURATED INTERP COSMIC_RAY CHILD 
200.644766668461,64.7784401865993,11.30181,10.23416,9.920297,9.897009,10.81222,3,1.469536,1.441895,1.1415,1.169787,1.172926,483787533586448,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER MOVED BINNED1 SUBTRACTED SATURATED INTERP COSMIC_RAY CHILD 
200.644644868547,64.7784591033158,11.29444,10.30847,10.15368,9.903915,10.84783,3,1.421999,1.315577,1.326889,1.240651,1.068919,484002348012110,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED1 DEBLEND_PRUNED SATURATED INTERP COSMIC_RAY MANYPETRO NODEBLEND BLENDED EDGE BRIGHT 
200.644645282379,64.778463523472,11.29868,10.31536,10.1563,9.907868,10.8636,3,1.422015,1.315331,1.32733,1.241838,1.069006,484003960197644,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER PEAKS_TOO_CLOSE STATIONARY NODEBLEND_MOVING MOVED BINNED4 BINNED2 BINNED1 DEBLEND_PRUNED SUBTRACTED NOTCHECKED SATURATED INTERP COSMIC_RAY MANYPETRO BLENDED EDGE 
200.644650866727,64.7784653204018,11.29441,10.31179,10.167,9.912747,10.84703,3,1.422015,1.315331,1.32733,1.241838,1.069006,483787534110740,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER MOVED BINNED1 SUBTRACTED NOTCHECKED SATURATED INTERP COSMIC_RAY CHILD EDGE 
200.271768135568,64.7693144250076,12.73037,11.20259,10.61806,10.47434,13.44113,3,1.369602,1.278684,1.265055,1.246348,1.147609,448681074888712,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER STATIONARY NODEBLEND_MOVING MOVED BINNED2 BINNED1 DEBLEND_PRUNED SUBTRACTED SATURATED INTERP COSMIC_RAY BLENDED 
200.271768138625,64.7693144348711,12.71025,11.18236,10.62511,10.47993,13.11875,3,1.369602,1.278684,1.265055,1.246348,1.147609,483787533586448,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER MOVED BINNED1 SUBTRACTED SATURATED INTERP COSMIC_RAY CHILD 
200.271707246385,64.7693189819315,12.94405,11.18852,10.62667,10.47649,13.22944,3,1.440248,1.302179,1.302004,1.228213,1.071812,483787534110740,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER MOVED BINNED1 SUBTRACTED NOTCHECKED SATURATED INTERP COSMIC_RAY CHILD EDGE 
200.271741903223,64.7693240109004,12.94042,11.2101,10.62793,10.45912,13.44443,3,1.427323,1.290598,1.291735,1.229022,1.072646,453078583480330,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP INTERP_CENTER SATUR_CENTER DEBLEND_UNASSIGNED_FLUX STATIONARY NODEBLEND_MOVING MOVED BINNED1 DEBLEND_PRUNED SATURATED INTERP COSMIC_RAY BLENDED BRIGHT 
200.27174190377,64.769324011074,12.94142,11.21011,10.62794,10.45922,13.44464,3,1.427323,1.290598,1.291735,1.229022,1.072646,483787532537874,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER MOVED BINNED1 SATURATED INTERP COSMIC_RAY CHILD BRIGHT 
200.271738917419,64.7693252504843,12.94104,11.18566,10.62927,10.47767,13.07012,3,1.427351,1.290724,1.292059,1.229657,1.072761,483787534110740,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER MOVED BINNED1 SUBTRACTED NOTCHECKED SATURATED INTERP COSMIC_RAY CHILD EDGE 
200.271808845022,64.7693031995299,15.04272,11.21263,10.62937,10.4847,12.97607,3,1.779272,1.469461,1.525923,1.472432,1.392099,483787533586448,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER SATUR_CENTER MOVED BINNED1 SUBTRACTED SATURATED INTERP COSMIC_RAY CHILD 
